"Provider_Number","Location","County","Address","City","State","Zip","MailingAddress","MailingCity","MailingState","MailingZip","Email","Phone","LicenseCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","CAPS_Enrolled","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Transport_ToFrom_School","Has_Transport_ToFrom_Home","Has_Cacfp","Accreditation_Status","Program_Type","Provider_Type","Exemption_Category","Available_PreK_Slots","Funded_PreK_Slots","QR_Participant","QR_Rated","QR_Rating","Region","IsTemporarilyClosed","TemporaryClosure_StartDate","TemporaryClosure_EndDate","CurrentProgramStatus"
"CCLC-46283","A Mother's Love Learning Center","DeKalb","4484 Covington Highway, Suite A107","Decatur","GA","30035","4484 Covington Highway, Suite A107","Decatur","GA","30035","jodishoemake@yahoo.com","(404) 709-2101","53","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","6:00 AM","7:30 PM","True","True","True","False","True","True","True","False","True","False","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-22048","A New Beginning Learning Center, Inc.","Henry","4952 N. Henry Boulevard","Stockbridge","GA","30281","4952 N. Henry Blvd.","Stockbridge","GA","30281","Info@anewbeginninglearning.com","(678) 565-9001","31","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","8:00 PM","True","True","True","False","True","True","True","True","True","False","True","True","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"CCLC-36540","A Peace of Mind Prep Academy","Cobb","4508 Lake Acworth Dr.","Acworth","GA","30101","4508 Lake Acworth Dr.","Acworth","GA","30101","apeaceofmindprep@comcast.net","(770) 966-8595","45","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","True","True","True","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CW","False","","","Open"
"CCLC-48940","A Plus Early Learning Academy","Cobb","1405 Franklin Gateway, L-2","Marietta","GA","30067","1405 Franklin Gateway, L-2","Marietta","GA","30067","aplusearlylearningacademy@gmail.com","(404) 933-9672","63","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","1","CW","False","","","Open"
"CCLC-37985","A Smart Start Learning Academy","Fulton","5950 Koweta Road","Union City","GA","30291","5950 Koweta Road","Union City","GA","30291","a.smartstartlearningacademy@yahoo.com","(770) 306-1595","150","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","True","True","True","True","False","False","True","False","False","True","","Child Care Learning Center","CCLC","","1","20","True","True","1","NW","False","","","Open"
"CCLC-56596","A Step Above Preparatory South","Fulton","4195 Welcome All Rd SW","Atlanta","GA","30349","4195 Welcome All Rd SW","Atlanta","GA","30349","astepaboveprepsouth@gmail.com","(260) 760-4679","146","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","7:00 PM","True","True","True","False","True","True","True","False","True","False","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-57999","A Step at a Time Early Learning","Fulton","204 Senoia Road","Fairburn","GA","30213","204 Senoia Road","Fairburn","GA","30213","tanishawaller@me.com","(678) 519-4062","38","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","False","True","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-68398","A Step at a Time Early Learning II","Fulton","277 NE Broad St","Fairburn","GA","30213","277 NE Broad St","Fairburn","GA","30213","Astepatatimeearlylearning@gmail.com","(678) 545-1962","39","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","5:00 PM","False","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-48039","A Step of Faith Christian Academy, LLC","Fulton","4651 Flat Shoals Road, Suite 2 & 3","Union City","GA","30291","150 Sams Drive","Fayetteville","GA","30214","deborpay@aol.com","(678) 654-8104","105","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","12:00 AM","11:59 PM","True","True","True","True","True","True","True","True","True","False","True","True","True","","Child Care Learning Center","CCLC","","0","20","True","True","2","NW","False","","","Open"
"EX-46959","A Summer Day Camp","Fannin","580 Winding Drive","Blue Ridge","GA","30513","580 Winding Drive","Blue Ridge","GA","30513","lpanter@fannincountyga.org","(706) 946-1130","","JUN,JUL","MO,TU,WE,TH,FR,SA","9:00 AM","3:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NE","False","","","Open"
"CCLC-34864","A Thru Z Childcare & Learning Center","Fulton","2950 Stone Hogan Connector Ste. B","Atlanta","GA","30331","2950 Stone Hogan Connector Ste. B","Atlanta","GA","30331","athruzchildcare@yahoo.com","(404) 629-6868","84","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","True","True","True","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NW","False","","","Open"
"CCLC-35507","A World of Knowledge Preschool & Academy","Fulton","2769 Donald Lee Hollowell Pkwy NW, Suite C","Atlanta","GA","30318","2769 Donald Lee Hollowell Pkwy NW, Suite C","Atlanta","GA","30318","lstephens72@yahoo.com","(404) 794-4024","56","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","8","20","True","True","2","NW","False","","","Open"
"CCLC-1754","A. J. Ward Montessori Preschool, Inc.","Chatham","7501 Waters Avenue","Savannah","GA","31406","7501 Waters Avenue","Savannah","GA","31406","ajwmontessori@bellsouth.net","(912) 355-1900","49","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","True","True","True","True","True","True","False","True","False","False","False","True","","Child Care Learning Center","CCLC","","6","20","True","True","3","SE","False","","","Open"
"LSS-1058","A. Philip Randolph Elementary","Fulton","5320 Campbellton Road SW","Atlanta","GA","30331","5320 Campbellton Road SW","Atlanta","GA","30331","BurnsB2@fultonschools.org","(470) 254-6520","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","40","40","False","False","","NW","False","","","Open"
"CCLC-31859","A.A.I.M.S. Montessori School","Gwinnett","3665 Swiftwater Park Drive, Bldg. 1A","Suwanee","GA","30024","3665 Swiftwater Park Drive, Bldg. 1A","Suwanee","GA","30024","soldier_mini@yahoo.com","(678) 546-7700","166","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:00 AM","5:00 PM","True","True","True","True","True","True","True","False","False","False","False","False","False","GAC","Child Care Learning Center","CCLC","","0","20","True","True","3","NE","False","","","Open"
"CCLC-35766","A+ Preparatory Learning Academy","Henry","100 Dudley Dr.","Ellenwood","GA","30294","100 Dudley Dr.","Ellenwood","GA","30294","friendapreparatory@att.net","(770) 389-0173","216","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","True","True","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"CCLC-45979","A1-Supreme Academy","Clayton","725 King Road","Riverdale","GA","30274","725 King Road","Riverdale","GA","30274","johnson.beatrice@comcast.net","(770) 996-9977","122","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","6","20","True","True","2","CW","False","","","Open"
"CCLC-63566","Aayel  Academy Inc","Fulton","5120 Stonewall-Tell Road","College Park","GA","30349","5120 Stonewall-Tell Road","College Park","GA","30349","aayelacademy2024@gmail.com","(770) 306-1926","42","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:45 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","1","NW","False","","","Open"
"LSS-63486","Abbotts Hill Elementary School","Fulton","5574 Abbotts Bridge Road","Johns Creek","GA","30097","5574 Abbotts Bridge Road","Johns Creek","GA","30097","stabler@fultonschools.org","(470) 254-2860","","","","","","False","False","False","True","False","False","False","False","False","False","False","True","False","","Local School System","LSS","","0","21","False","False","","NW","False","","","Open"
"CCLC-1762","ABC Child Care Center #1","Chatham","1106 E. 48th Street","Savannah","GA","31404","105 Red Gate Farms  Trail","Savannah","GA","31405","abcchildcare48th@gmail.com","(912) 355-1442","65","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","False","True","True","False","True","True","True","False","True","True","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SE","False","","","Open"
"CCLC-3224","ABC Child Development Center","Bacon","305 South  Baker Street","Alma","GA","31510","305 South Baker Street","Alma","GA","31510","abcdaycare@bchsi.org","(912) 632-0130","182","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","False","True","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","3","SE","False","","","Open"
"CCLC-11107","ABC Childcare & Learning Center","Richmond","3331 Milledgeville Road","Augusta","GA","30909","3331 Milledgeville Road","Augusta","GA","30909","btodd55@comcast.net","(706) 738-5472","97","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","True","False","True","True","True","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-1759","ABC Childcare and Learning Center, LLC","Newton","2155 Hwy 212 N","Covington","GA","30016","2155 Hwy 212 N","Covington","GA","30016","abcchildcare6@bellsouth.net","(770) 385-9057","98","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","3","20","True","True","2","CE","False","","","Open"
"CCLC-3377","ABC Day Care and Kindergarten","Richmond","3305 Pecan Street","Augusta","GA","30906","3305 Pecan Street","Augusta","GA","30906","btodd55@comcast.net","(706) 796-6455","108","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-30191","ABC Early Learning Academy @ Eagle's Landing","Henry","110 N. Park Trail","Stockbridge","GA","30281","110 N. Park Trail","Stockbridge","GA","30281","victoriaw@abcearlylearning.com","(770) 389-9393","162","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:30 AM","8:00 PM","True","True","True","True","True","True","True","False","False","True","False","False","True","","Child Care Learning Center","CCLC","","40","40","True","True","2","SW","False","","","Open"
"CCLC-31732","ABC Early Learning Academy @ Stone Mountain","Gwinnett","1800 E. Park Place Blvd.","Stone Mountain","GA","30087","1800 E. Park Place Blvd.","Stone Mountain","GA","30087","victoria@abcearlylearning.com","(770) 465-3434","84","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:30 PM","True","True","True","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-47527","ABC Kids' Academy","Cobb","4041 Canton Road","Marietta","GA","30066","2001 Duncan Dr. NW  #306","Kennesaw","GA","30144-9998","abckidsacademy2017@gmail.com","(770) 592-4933","100","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","True","True","True","True","False","True","True","True","False","True","","Child Care Learning Center","CCLC","","6","20","True","True","1","CW","False","","","Open"
"CCLC-9054","ABC Learning Academy","Fulton","5195-A Old National Hwy","College Park","GA","30349","5195-A Old National Hwy","College Park","GA","30349","abclearnacademy@aol.com","(404) 767-4480","142","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","5:30 PM","True","True","True","True","True","True","True","False","True","True","True","True","True","","Child Care Learning Center","CCLC","","0","20","True","True","1","NW","False","","","Open"
"CCLC-38758","ABC Learning Academy 24","Fulton","5195  Old National Highway, Suite 200","College Park","GA","30349","5195  Old National Highway, Suite 200","College Park","GA","30349","abctwentyfour@gmail.com","(404) 767-4614","111","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","6:00 AM","6:00 PM","False","True","True","False","True","True","True","True","False","False","True","True","False","","Child Care Learning Center","CCLC","","N/A","","True","True","1","NW","False","","","Open"
"CCLC-48121","ABC Learning Center","DeKalb","6835 Main Street","Lithonia","GA","30058","6835 Main Street","Lithonia","GA","30058","tonyareid@aol.com","(770) 484-0680","42","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","5:30 PM","False","True","True","False","True","True","True","False","False","False","True","False","True","GAC","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-25418","ABC, Another Bright Creation","Douglas","4482 Highway 5","Douglasville","GA","30135","4482 Highway 5","Douglasville","GA","30135","abc_creation@bellsouth.net","(770) 489-5461","142","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","False","True","True","True","True","False","True","True","True","False","True","","Child Care Learning Center","CCLC","","8","40","True","True","3","CW","False","","","Open"
"CCLC-10764","ABC, Another Bright Creation, Early Learning and Daycare Center","Fulton","409 Carlton Road","Palmetto","GA","30268","409 Carlton Road","Palmetto","GA","30268","abc_creation@bellsouth.net","(770) 463-6881","185","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","True","True","True","True","False","False","True","True","False","True","","Child Care Learning Center","CCLC","","20","20","True","True","3","NW","False","","","Open"
"CCLC-27623","ABC's for Tots","Clayton","3312 Anvil Block Road","Ellenwood","GA","30294","3312 Anvil Block Road","Ellenwood","GA","30294","goss_kw@att.net","(404) 366-2255","42","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","5:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CW","False","","","Open"
"FR-24525","Abdus-Saboor, Myra F","Fulton","2996 PARK STREET","East Point","GA","30344","2996 PARK STREET","EAST POINT","GA","30344","saboormyra@yahoo.com","(678) 668-0604","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","False","True","True","True","False","True","False","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","True","3","NW","False","","","Open"
"EX-46628","Above All Tutoring & Mentoring","Henry","149 Burke Street, Suite B","Stockbridge","GA","30281","PO Box 1126","Ellenwood","GA","30294","loldham_1edu@yahoo.com","(678) 362-0320","","MAY,JUN,JUL","MO,TU,WE,TH,FR","7:30 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"EX-49223","Abrakadoodle - Pace Academy","Cobb","966 West Paces Ferry Road, NW","Atlanta","GA","30327","703 Austin Drive","Smyrna","GA","30082","knubel@abrakadoodle.com","(404) 591-5701","","JAN,MAR,JUN,JUL,AUG,DEC","MO,TU,WE,TH,FR","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"EX-49226","Abrakadoodle - Peachtree Road United Methodist Church","Fulton","3180 Peachtree Road","Atlanta","GA","30305","703 Austin Drive","Smyrna","GA","30082","knubel@abrakadoodle.com","(404) 266-2373","","JAN,MAR,JUN,JUL,AUG,DEC","MO,TU,WE,TH,FR","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
