facility_id,locality,name,facility_type,license_type,capacity,ages,business_hours,administrator,subsidy,license_id
8959,Lee,Lee County Public Schools - Flatwoods I,Child Day Center,Two Year,22,3 years - 5 years 11 months,"7:30am - 3:30pm, Monday - Friday",Mr. David Graham,No,185462
8961,Lee,Lee County Public Schools-St. Charles,Child Day Center,Two Year,20,3 years - 5 years 11 months,"7:30am - 3:30pm, Monday - Friday",David Graham,No,185501
8966,Henrico,"Kiddie Kompany Day Care Center, Inc.",Child Day Center,Two Year,75,2 years - 12 years 11 months,"6:45 a.m. - 6:00 p.m., Monday - Friday",Mrs. Paula J. Propst,No,187856
8969,Fauquier,Warrenton Baptist Church,Religious Exempt Child Day Center,Exempt,110,2 years - 11 years 11 months VDSS Contact: Cathy Aylor: (540) 222-6352,"7:00 am - 5:30 pm, Monday - Friday",Brittany Burgess,No,188925
8979,Fairfax County,KinderCare Learning Centers #300874,Child Day Center,Two Year,120,1 month - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Jennifer Simkins,Yes,196430
8991,Fairfax County,Carousel Child Development Center,Child Day Center,Two Year,119,Birth - 12 years 11 months,"6:45am - 6:00pm, Monday - Friday",Ms. Raana Kishwar,Yes,201011
8993,Southampton,Southampton Academy - Enrichment Program,Child Day Center,Two Year,75,3 years - 12 years 11 months,"7:00am - 6:00pm, Monday - Friday",Ms. Faith Best,No,201674
9010,Alexandria,First Baptist Church of Alexandria,Religious Exempt Child Day Center,Exempt,150,1 year - 6 years 11 months VDSS Contact: Leslie Perez: (703) 537-6013,"10:00am - 2:00pm, Monday - Friday",Ms. Eileen Lane,No,209594
9017,Loudoun,KinderCare Learning Center #926,Child Day Center,Two Year,120,1 month - 12 years 11 months,"6:15 am - 6:30 pm, Monday - Friday",Ms. Ana Bernal,Yes,212919
9019,Spotsylvania,KinderCare Learning Center Breezewood,Child Day Center,Two Year,106,1 month - 12 years 11 months,"6:00 a.m. - 6:30 p.m., Monday - Friday",Ms. Kristie Woodward,Yes,212978
9024,Henrico,KinderCare Learning Center - Cedar Fork,Child Day Center,Two Year,99,1 month - 12 years 11 months,"6:30am - 6:30pm, Monday - Friday",Laressa Jefferson,Yes,215951
9034,Hanover,Tuckaway-Harbor Child Development Center,Child Day Center,Provisional,252,1 month - 12 years 11 months,"7:00 a,m. - 6:00 p.m., Monday - Friday",Alissa Ashworth,Yes,218551
9039,Salem,HoneyTree Early Learning Center - Salem,Child Day Center,Two Year,160,1 month - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Mrs. Shanika Arrington,Yes,219891
9049,Henrico,Our Lady of Lourdes Catholic School,Religious Exempt Child Day Center,Exempt,150,4 years - 12 years 11 months VDSS Contact: Florence Martus: (804) 389-0157,"7:00am - 6:00pm, Monday - Friday",Bryna Swinson,No,222825
9060,Poquoson,"Playtime Child Development Center , LLC",Child Day Center,Two Year,165,1 month - 12 years 11 months,"6:00am - 6:00pm, Monday - Friday",Brandon Martson,No,225018
9063,Fairfax County,KinderCare Learning Centers #888,Child Day Center,Two Year,99,2 months - 12 years 11 months,"6:30 am - 6:30 pm, Monday - Friday",Ms. Heidy Abreu,Yes,225590
9076,Prince William,The Merit School of Prince William #5,Child Day Center,Two Year,136,2 years 6 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Yolanda Parker,Yes,229820
9085,Virginia Beach,Haygood KinderCare #300940,Child Day Center,Two Year,99,1 month - 12 years 11 months,"6:30 am - 6:00 pm, Monday - Friday",Ms. Lyz Quinones,Yes,231182
9092,Henrico,Faith Life Tabernacle,Religious Exempt Child Day Center,Exempt,200,Birth - 12 years 11 months VDSS Contact: Tara Barton: (804) 381-8487,"7:00am - 5:30pm, Monday - Friday",Ms. Diane Johnson,Yes,234963
9096,Albemarle,Free Union Country School,Child Day Center,Two Year,40,2 years 6 months - 11 years 11 months,"7:45 a.m. - 5:30 p.m., Monday - Friday",Camilla Tolton,No,236265
9105,Waynesboro,First Baptist Church - Waynesboro,Religious Exempt Child Day Center,Exempt,50,2 years - 5 years 11 months VDSS Contact: Amy Tomblin: (804) 629-3923,"8:40 am - 12:00 pm, Monday - Friday",Ms. Carrie Jones,No,238888
9115,Alexandria,Campagna Kids - Patrick Henry,Child Day Center,Two Year,164,3 years 6 months - 12 years 11 months,"6:30AM - 6:30 PM, Monday - Friday",Mr. Randy Gore,Yes,241340
9116,Alexandria,The Campagna Center - John Adams Early Childhood Program,Child Day Center,Two Year,130,3 years - 5 years 11 months,"8:00am - 3:00 pm, Monday - Friday",William Ashley,Yes,241358
9122,Alexandria,The Campagna Center ? William Ramsay,Child Day Center,Two Year,71,3 years 6 months - 12 years 11 months,"1:30 pm - 6:30 pm, Monday - Friday",Mr. Randy Gore,Yes,243440
9139,Fairfax County,The Langley School,Child Day Center,Two Year,564,1 month - 12 years 11 months,"7:30 am - 6:00 pm, Monday - Friday",Ms. Karen Duvall,No,250543
9153,Alexandria,The Campagna Center - Alexandria Head Start - Jefferson Houston,Child Day Center,Two Year,60,3 years - 5 years 11 months,"7:30am - 3:30pm, Monday - Friday",William Ashley,Yes,256339
9159,Richmond City,Summerhill Daycare and Learning Center,Child Day Center,Two Year,70,Birth - 12 years 11 months,"6:00 AM - 5:30 PM, Monday - Friday",Ms. Daytonya Barnes,Yes,257106
9172,Roanoke City,Mrs. Antoinette Harbor,Family Day Home,Two Year,12,Birth - 12 years 11 months,"6:00 AM - 11:30 PM, Monday - Friday",,Yes,260271
9174,Prince William,Learning Paths Academy At Rippon #6,Child Day Center,Two Year,108,Birth - 12 years 11 months,"6:30 a.m - 6:00 p.m., Monday - Friday",Charlotte Nicely,Yes,262215
9177,Loudoun,Temple Baptist Church,Religious Exempt Child Day Center,Exempt,90,3 years - 6 years 11 months VDSS Contact: Stephanie Salvatori: (571) 389-0980,"7am - 6pm, Monday - Friday",Mrs. Melenia Stryker,No,262461
9181,Lynchburg,Thomas Road Baptist Church,Religious Exempt Child Day Center,Exempt,390,2 years - 12 years 11 months VDSS Contact: Shanae Vaughn: (276) 608-4267,"7:00 am - 5:30 pm, Monday - Friday",Sharon Everett,No,"264137 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top <img src=""/globalimage/facelift/f"
9183,Fairfax County,KinderCare Learning Center #995,Child Day Center,Two Year,100,1 month - 12 years 11 months,"6:30am - 6:30pm, Monday - Friday",Susie Tapia,Yes,264854
9191,Virginia Beach,Rosemont KinderCare #964,Child Day Center,Two Year,132,1 month - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Mr. Christopher Jones,Yes,266733
9201,Virginia Beach,KINDERCARE LEARNING CENTERS-COLLEGE PARK,Child Day Center,Two Year,120,1 month - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Kelly Richardson,Yes,269040
9202,Henrico,Glen Allen Baptist Church,Religious Exempt Child Day Center,Exempt,48,2 years 6 months - 5 years 11 months VDSS Contact: Jennifer Moore: (540) 430-0384,"9:00 am - 12:00 pm, Monday - Friday",Debbie Gordon,No,269198
9204,Fairfax County,Appletree II,Child Day Center,Two Year,115,2 years 6 months - 8 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Mrs. Annely Carver,No,270021
9205,Henrico,Epiphany Lutheran Church,Religious Exempt Child Day Center,Exempt,90,11 months - 6 years 11 months VDSS Contact: Jennifer Moore: (540) 430-0384,"8:00 am - 2:30 pm, Monday - Friday",Ms. Melinda Martin,No,270226
9206,Fairfax County,KinderCare Learning Center 301030 B,Child Day Center,Two Year,127,1 month - 4 years 11 months,"6:30am - 6:30pm, Monday - Friday",Ms. Dawn Newman,Yes,270463
9229,Galax,First Baptist Church Galax,Religious Exempt Child Day Center,Exempt,68,2 years - 5 years 11 months VDSS Contact: Todd Scott: (276) 608-3749,"8:45 am - 12:15 pm, Monday - Thursday",Lynn Frank,No,276003
9231,Prince William,KinderCare Learning Center #301044,Child Day Center,Two Year,99,1 month - 12 years 11 months,"6:00 a.m. - 6:30 p.m., Monday - Friday",Kristen Southard,Yes,276551
9236,Hopewell,"Little School Childcare, Inc.",Child Day Center,Two Year,61,2 years - 12 years 11 months,"6:30 am - 6:00 pm, Monday - Friday",Ms. Sherri M. Adams,Yes,277743
9239,Chesapeake,Basics Primary School and Day Care,Child Day Center,Two Year,130,2 years - 11 years,"6:00am - 6:00pm, Monday - Friday",Mrs. Fedy Lovisi,Yes,278154
9240,Chesterfield,KinderCare Learning Center - Pocoshock,Child Day Center,Two Year,110,1 month - 12 years 11 months,"6:30 am to 6:30pm (Monday-Friday) , Monday - Friday",Ms. Jennifer Mccay,Yes,278260
9244,Chesterfield,KinderCare Learning Center - Chester,Child Day Center,Two Year,90,1 month - 12 years 11 months,"6:00 a.m. - 6:30 p.m., Monday - Friday",Ms. Dana Skinner,Yes,278685
9247,Arlington,Kinhaven School,Child Day Center,Two Year,100,6 months - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Amy Hitchcock,Yes,279231
9254,Chesterfield,Young Men's Christian Association of Greater Richmond-Manchester,Child Day Center,Two Year,195,4 years 9 months - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Josh Green,Yes,280451
9260,Fairfax County,Aldersgate Day School,Child Day Center,Two Year,150,1 year - 6 years 11 months,"9:00 a.m. - 2:00 p.m., Monday - Friday",Ms. Patricia Spitnale,No,281937
9264,Fairfax County,Parkwood Baptist Church,Religious Exempt Child Day Center,Exempt,86,1 year 3 months - 5 years 11 months VDSS Contact: Lauren Captain: (571) 835-0599,"10:00am - 2:00pm, Monday - Friday",Ms. Ann Lipton,No,282097
9267,Fairfax County,St. Stephen's United Methodist Church,Religious Exempt Child Day Center,Exempt,200,1 year 6 months - 5 years 11 months VDSS Contact: Jessica Willis: (571) 352-1453,"9 a.m. - 1 p.m., Monday - Friday",Ms. Veronica Mayes,No,282186
9268,Fairfax County,Virginia Hills Church and Learning Center,Religious Exempt Child Day Center,Exempt,75,1 year - 12 years 11 months VDSS Contact: Shahana Green: (571) 423-6735,"8:00 a.m. - 5:30 p.m., Monday - Friday",Ms. Christine Page,Yes,282216
9270,Fairfax County,Andrew Chapel United Methodist Church,Religious Exempt Child Day Center,Exempt,99,11 months - 5 years 11 months VDSS Contact: Mark Davis: (804) 629-7103,"9:00 am - 1:15pm, Monday - Friday",Ms. Nancy Diecidue,No,282267
9272,Chesapeake,Great Bridge Child Care-Mt. Pleasant,Child Day Center,Two Year,137,2 years 6 months - 12 years,"6:30am - 6: 00 pm, Monday - Friday",Jordan M Beasley,Yes,282518
9294,Alexandria,Old Presbyterian Meeting House,Religious Exempt Child Day Center,Exempt,80,2 years - 5 years 11 months VDSS Contact: Ariel Hayes: (804) 629-7124,"9:00 a.m. - 1:30 p.m., Monday - Friday",Allyson Hazzard,No,287064
9295,Alexandria,Trinity Preschool,Child Day Center,Two Year,100,1 year 6 months - 5 years 11 months,"8 am - 3 pm, Monday - Friday",Ms. Claire Maucieri,No,287081
9308,Richmond City,Young Men's Christian Association of Greater Richmond-Northside,Child Day Center,Two Year,150,4 years 9 months - 12 years 11 months,"2:10 pm - 6:00p.m., Monday - Friday",Josh Green,Yes,290502
9313,Prince William,KinderCare Learning Center at Sudley Manor,Child Day Center,Two Year,120,1 month - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Ms. Yazira Gonzalez,Yes,291959
9317,Virginia Beach,London Bridge Baptist Church,Religious Exempt Child Day Center,Exempt,260,1 year 6 months - 6 years VDSS Contact: Arlene Agustin: (804) 629-7519,"8:00 am - 4:00 pm, Monday - Friday",Ms. Melissa Duque,No,292858
9318,Virginia Beach,The Friends School,Religious Exempt Child Day Center,Exempt,160,2 years 6 months - 12 years 11 months VDSS Contact: Adrianna Walden: (757) 404-2487,"8 am - 3 pm, Monday - Friday",Greg Angilly,No,293277
9319,Henrico,Derbyshire Baptist Church,Religious Exempt Child Day Center,Exempt,150,6 months - 5 years 11 months VDSS Contact: Tara Barton: (804) 381-8487,"8:15 am - 1:30pm, Monday - Friday",Mrs. Megan Hughes,No,293528
9321,Chesterfield,Bon Air Baptist Church,Religious Exempt Child Day Center,Exempt,90,1 year - 5 years 11 months VDSS Contact: LaTasha Smith: (804) 588-2362,"9:30 am - 12:30 pm, Monday - Friday",Ms. Kathy Clements,No,293854
9323,Henrico,Second Baptist Church,Religious Exempt Child Day Center,Exempt,200,1 year - 10 years 11 months VDSS Contact: Sharon Curlee: (804) 840-8312,"7:30 am - 5:30 pm, Monday - Friday",Ms. Ainsleigh Gaskins,No,294753
9328,Henrico,Trinity United Methodist Church,Religious Exempt Child Day Center,Exempt,160,1 year - 5 years 11 months VDSS Contact: LaTasha Smith: (804) 588-2362,"9:00 a.m. - 1:30 p.m., Monday - Friday",Ms. Katie Swartz,No,295521
9329,Hanover,Shady Grove United Methodist Church,Religious Exempt Child Day Center,Exempt,130,3 years - 12 years 11 months VDSS Contact: Heather Dapper: (804) 625-2304,"7:00 am - 5:45 pm, Monday - Friday",Dee Shifflett,No,295954
9331,Chesterfield,St. Luke's United Methodist Church,Religious Exempt Child Day Center,Exempt,136,1 year - 6 years 11 months VDSS Contact: Molly Muscat: (804) 588-2367,"9:30 am - 2:00 pm, Monday - Thursday",Ms. Michele Hart,No,296004
9332,Richmond City,Huguenot United Methodist Church,Religious Exempt Child Day Center,Exempt,75,Birth - 5 years 11 months VDSS Contact: Sharon Curlee: (804) 840-8312,"8:00 am - 5:30 pm, Monday - Friday",Debbi Mintz,Yes,296039
9338,Henrico,All Saints Episcopal Church,Religious Exempt Child Day Center,Exempt,100,1 year 4 months - 5 years 11 months VDSS Contact: Sharon Curlee: (804) 840-8312,"8:15 am - 2:00pm, Monday - Friday",Ms. Melissa Taylor,No,297299
9339,Chesterfield,Episcopal Church of the Redeemer,Religious Exempt Child Day Center,Exempt,75,2 years - 5 years 11 months VDSS Contact: Jennifer Moore: (540) 430-0384,"8:45 a.m. - 2:45 p.m., Monday - Friday",Julia Dorsey,No,297388
9343,Virginia Beach,Mother's Day Out Preschool,Child Day Center,Two Year,170,1 month - 6 years 11 months,"8:00 - 5:00, Monday - Friday",Mrs. Mary Sue Lee,No,299097
9350,Arlington,School of Children,Child Day Center,Two Year,99,1 month - 12 years 11 months,"7:00 a.m. - 5:00 p.m., Monday - Friday",Ms. Rosalee Lightner,Yes,301044
9353,Fairfax County,KinderCare Learning Centers 301030 A,Child Day Center,Two Year,158,2 years 6 months - 12 years 11 months,"6:30 AM - 6:30 PM, Monday - Friday",Ms. Simkins Jennifer,Yes,301320
9356,Roanoke County,Life Church of the Roanoke Valley,Religious Exempt Child Day Center,Exempt,175,1 month - 12 years 11 months VDSS Contact: James R Basham: (804) 588-2370,"7:00 AM - 6:00 PM, Monday - Friday",Sarah Morris,Yes,301907
9364,Chesterfield,KinderCare Learning Centers - Fox Chase,Child Day Center,Two Year,132,1 month - 12 years 11 months,"6:00am to 6:30pm (Monday - Friday) , Monday - Friday",Ms. Monica Tupponce-Carter,Yes,302504
9365,Washington,Kiddie Care College,Child Day Center,Two Year,77,1 year 10 months - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",Ms. Beverly Thomas,Yes,302598
9374,Fauquier,Fresta Valley Christian School,Religious Exempt Child Day Center,Exempt,50,3 years - 12 years 11 months VDSS Contact: Cathy Aylor: (540) 222-6352,"7:00 am - 5:00 pm, Monday - Friday",Tina Lloyd,No,303365
9380,Falls Church City,Kaye Kare Child Care Center,Child Day Center,Two Year,97,2 years - 12 years 11 months,"7:00 am - 6:30 pm, Monday - Friday",Ms. Marsha Kaye,No,304426
9395,Fauquier,St. John the Evangelist Catholic Church,Religious Exempt Child Day Center,Exempt,70,3 years - 5 years 11 months VDSS Contact: Beth Velke: (804) 629-8302,"7:45 am - 5:00 pm, Monday - Friday",Stephanie Lynch,No,306526
9397,Fairfax County,Springfield United Methodist Church,Religious Exempt Child Day Center,Exempt,95,2 years 6 months - 5 years 8 months VDSS Contact: Alyssa Simons: (571) 423-6392,"8:00am - 5:00pm, Monday - Friday",Mae Daly,Yes,307221
9412,Arlington,St. Charles Borromeo Catholic Church,Religious Exempt Child Day Center,Exempt,179,2 years - 5 years 11 months VDSS Contact: Ariel Hayes: (804) 629-7124,"7:30am - 5:30pm, Monday - Friday",Robyn Baney,No,310825
9422,Henrico,Young Men's Christian Association of Greater Richmond - Tuckahoe,Child Day Center,Two Year,320,4 years 9 months - 12 years 11 months,"2:10 p.m. - 6:00 pm, Monday - Friday",Josh Green,Yes,312593
9423,Richmond City,First Presbyterian Church,Religious Exempt Child Day Center,Exempt,170,1 year - 5 years 11 months VDSS Contact: Lauren Bickford: (540) 280-0742,"8:00 am - 2:00 pm, Monday - Friday",Liza Hall,No,312631
9447,Fairfax County,Clifton Presbyterian Church,Religious Exempt Child Day Center,Exempt,76,2 years 6 months - 6 years 11 months VDSS Contact: Shahana Green: (571) 423-6735,"9:00 am - 3:30 pm, Monday - Friday",Ms. Kate Trussell,No,320251
9460,Fairfax County,Creative Learning School,Child Day Center,Two Year,60,1 year 4 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday to Friday",Ms. Cecilia Suarez,Yes,322203
9463,Culpeper,Family Community Church,Religious Exempt Child Day Center,Exempt,62,2 years 6 months - 12 years 11 months VDSS Contact: Amy Tomblin: (804) 629-3923,"6:30 a.m. - 6:00 p.m., Monday - Friday",Ms. Lynn Albritton,No,322572
9466,Fairfax County,KinderCare Learning Centers 301010,Child Day Center,Two Year,90,1 month - 12 years 11 months,"6:30am - 6:30pm, Monday - Friday",Ms. Tarsha Rice,Yes,323935
9476,Chesapeake,La Petite Academy #7136,Child Day Center,Two Year,160,1 month - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Ms. Jhanae Byfield,Yes,325733
9477,Fairfax County,Pozez JCC of Northern Virginia operated by Jewish Community Cent,Child Day Center,Two Year,300,1 month - 12 years 11 months,"8 am - 6 pm, Monday - Friday",Mr. Jeff Dannick,No,325911
