State_Abbreviation,County_Name,StudyYear,MCInfant,MCToddler,MCPreschool,_75CInfant,_75CToddler,_75CPreschool,MCInfant_flag,MCToddler_flag,MCPreschool_flag,_75CInfant_flag,_75CToddler_flag,_75CPreschool_flag
GA,Carroll County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Carroll County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Carroll County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Carroll County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Carroll County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Carroll County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Carroll County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Carroll County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Carroll County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Catoosa County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Catoosa County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Catoosa County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Catoosa County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Catoosa County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Catoosa County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Catoosa County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Catoosa County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Catoosa County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Charlton County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Charlton County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Charlton County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Charlton County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Charlton County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Charlton County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Charlton County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Charlton County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Charlton County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Chatham County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chatham County,2015,128.75,118,118,146.6,138,134.59,3,1,3,3,1,3
GA,Chatham County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Chatham County,2017,121.25,112,112,139.4,132,129.11,3,1,3,3,1,3
GA,Chatham County,2018,117.5,109,109,135.8,129,126.37,3,1,3,3,1,3
GA,Chatham County,2019,113.75,106,106,132.2,126,123.62,3,1,3,3,1,3
GA,Chatham County,2020,110,103,103,128.6,123,120.88,3,1,3,3,1,3
GA,Chatham County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Chatham County,2022,102.5,97,98,122.4,117,115.97,3,1,3,3,1,3
GA,Chattahoochee County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattahoochee County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Chattahoochee County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Chattahoochee County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Chattahoochee County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Chattahoochee County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Chattahoochee County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Chattahoochee County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Chattahoochee County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Chattooga County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Chattooga County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Chattooga County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Chattooga County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Chattooga County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Chattooga County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Chattooga County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Chattooga County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Chattooga County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Cherokee County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cherokee County,2015,170,161.2,151,231.6,215,204.36,3,1,3,3,1,3
GA,Cherokee County,2016,175,165,155,236.66,220,209.3,3,1,3,3,1,3
GA,Cherokee County,2017,180,168.8,159,241.72,225,214.24,3,1,3,3,1,3
GA,Cherokee County,2018,185,172.6,163,246.78,230,219.18,3,1,3,3,1,3
GA,Cherokee County,2019,190,176.4,167,251.85,235,224.12,3,1,3,3,1,3
GA,Cherokee County,2020,195,180.2,171,256.91,240,229.06,3,1,3,3,1,3
GA,Cherokee County,2021,200,184,175,261.97,245,234,3,1,3,3,1,3
GA,Cherokee County,2022,205,187.8,179,267.03,250,238.94,3,1,3,3,1,3
GA,Clarke County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clarke County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Clarke County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Clarke County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Clarke County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Clarke County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Clarke County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Clarke County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Clarke County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Clay County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clay County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Clay County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Clay County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Clay County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Clay County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Clay County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Clay County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Clay County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Clayton County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clayton County,2015,170,161.2,151,231.6,215,204.36,3,1,3,3,1,3
GA,Clayton County,2016,175,165,155,236.66,220,209.3,3,1,3,3,1,3
GA,Clayton County,2017,180,168.8,159,241.72,225,214.24,3,1,3,3,1,3
GA,Clayton County,2018,185,172.6,163,246.78,230,219.18,3,1,3,3,1,3
GA,Clayton County,2019,190,176.4,167,251.85,235,224.12,3,1,3,3,1,3
GA,Clayton County,2020,195,180.2,171,256.91,240,229.06,3,1,3,3,1,3
GA,Clayton County,2021,200,184,175,261.97,245,234,3,1,3,3,1,3
GA,Clayton County,2022,205,187.8,179,267.03,250,238.94,3,1,3,3,1,3
GA,Clinch County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Clinch County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Clinch County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Clinch County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Clinch County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Clinch County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Clinch County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Clinch County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Clinch County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Cobb County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cobb County,2015,170,161.2,151,231.6,215,204.36,3,1,3,3,1,3
GA,Cobb County,2016,175,165,155,236.66,220,209.3,3,1,3,3,1,3
GA,Cobb County,2017,180,168.8,159,241.72,225,214.24,3,1,3,3,1,3
GA,Cobb County,2018,185,172.6,163,246.78,230,219.18,3,1,3,3,1,3
GA,Cobb County,2019,190,176.4,167,251.85,235,224.12,3,1,3,3,1,3
GA,Cobb County,2020,195,180.2,171,256.91,240,229.06,3,1,3,3,1,3
GA,Cobb County,2021,200,184,175,261.97,245,234,3,1,3,3,1,3
GA,Cobb County,2022,205,187.8,179,267.03,250,238.94,3,1,3,3,1,3
GA,Coffee County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coffee County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Coffee County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Coffee County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Coffee County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Coffee County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Coffee County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Coffee County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Coffee County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Colquitt County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Colquitt County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Colquitt County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Colquitt County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Colquitt County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Colquitt County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Colquitt County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Colquitt County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Colquitt County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Columbia County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Columbia County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Columbia County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Columbia County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Columbia County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Columbia County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Columbia County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Columbia County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Columbia County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Cook County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Cook County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Cook County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Cook County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Cook County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Cook County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Cook County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Cook County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Cook County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Coweta County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Coweta County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Coweta County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Coweta County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Coweta County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Coweta County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Coweta County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Coweta County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Coweta County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Crawford County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crawford County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Crawford County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Crawford County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Crawford County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Crawford County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Crawford County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Crawford County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Crawford County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Crisp County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Crisp County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Crisp County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Crisp County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Crisp County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Crisp County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Crisp County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Crisp County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Crisp County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Dade County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dade County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Dade County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Dade County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Dade County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Dade County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Dade County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Dade County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Dade County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Dawson County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Dawson County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Dawson County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Dawson County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Dawson County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Dawson County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Dawson County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Dawson County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Dawson County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Decatur County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
