SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,GRADE,RACE_ETHNICITY,SEX,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,21,KENTUCKY,KY,East View Elementary School,01,,KY-030145000,2101470,KY-030145000-030145007,210147001625,2101625,Pre-Kindergarten,No Category Codes,No Category Codes,54,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Meadow Lands Elementary School,01,,KY-030145000,2101470,KY-030145000-030145006,210147001949,2101949,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Southern Oaks Elementary School,01,,KY-030145000,2101470,KY-030145000-030145011,210147002230,2102230,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Dawson Springs Elementary,01,,KY-054146000,2101500,KY-054146000-054146017,210150002200,2102200,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Lincoln Elementary School,01,,KY-019147000,2101530,KY-019147000-019147030,210153000317,2100317,Pre-Kindergarten,No Category Codes,No Category Codes,96,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,East Bernstadt Elementary School,01,,KY-063149000,2101590,KY-063149000-063149010,210159000318,2100318,Pre-Kindergarten,No Category Codes,No Category Codes,59,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,South Edmonson Elementary School,01,,KY-031151000,2101620,KY-031151000-031151020,210162000319,2100319,Pre-Kindergarten,No Category Codes,No Category Codes,77,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Kyrock Elementary School,01,,KY-031151000,2101620,KY-031151000-031151080,210162000322,2100322,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Panther Academy,01,,KY-047152000,2101650,KY-047152000-047152025,210165002319,2102319,Pre-Kindergarten,No Category Codes,No Category Codes,74,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Lakeside Elementary School,01,,KY-032155000,2101680,KY-032155000-032155160,210168000329,2100329,Pre-Kindergarten,No Category Codes,No Category Codes,4,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Sandy Hook Elementary School,01,,KY-032155000,2101680,KY-032155000-032155270,210168000330,2100330,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Eminence Elementary School,01,,KY-052156000,2101710,KY-052156000-052156020,210171000333,2100333,Pre-Kindergarten,No Category Codes,No Category Codes,48,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Arnett Elementary School,01,,KY-059157000,2101740,KY-059157000-059157005,210174000335,2100335,Pre-Kindergarten,No Category Codes,No Category Codes,101,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,South Irvine Early Learning Center,01,,KY-033161000,2101760,KY-033161000-033161220,210176000345,2100345,Pre-Kindergarten,No Category Codes,No Category Codes,177,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Fairview Elementary School,01,,KY-010162000,2101800,KY-010162000-010162011,210180001889,2101889,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Arlington Elementary School,01,,KY-034165000,2101860,KY-034165000-034165005,210186000350,2100350,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Deep Springs Elementary School,01,,KY-034165000,2101860,KY-034165000-034165035,210186000360,2100360,Pre-Kindergarten,No Category Codes,No Category Codes,48,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Dixie Elementary Magnet School,01,,KY-034165000,2101860,KY-034165000-034165036,210186000361,2100361,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Madeline M Breckinridge Elem School,01,,KY-034165000,2101860,KY-034165000-034165072,210186000372,2100372,Pre-Kindergarten,No Category Codes,No Category Codes,68,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Northern Elementary School,01,,KY-034165000,2101860,KY-034165000-034165077,210186000375,2100375,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Picadome Elementary School,01,,KY-034165000,2101860,KY-034165000-034165080,210186000376,2100376,Pre-Kindergarten,No Category Codes,No Category Codes,35,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Southern Elementary School,01,,KY-034165000,2101860,KY-034165000-034165081,210186000377,2100377,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Stonewall Elementary School,01,,KY-034165000,2101860,KY-034165000-034165085,210186000378,2100378,Pre-Kindergarten,No Category Codes,No Category Codes,34,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Russell Cave Elementary School,01,,KY-034165000,2101860,KY-034165000-034165090,210186000380,2100380,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Tates Creek Elementary School,01,,KY-034165000,2101860,KY-034165000-034165095,210186000381,2100381,Pre-Kindergarten,No Category Codes,No Category Codes,37,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Yates Elementary School,01,,KY-034165000,2101860,KY-034165000-034165140,210186000385,2100385,Pre-Kindergarten,No Category Codes,No Category Codes,111,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Glendover Elementary School,01,,KY-034165000,2101860,KY-034165000-034165150,210186000386,2100386,Pre-Kindergarten,No Category Codes,No Category Codes,34,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Meadowthorpe Elementary School,01,,KY-034165000,2101860,KY-034165000-034165160,210186000387,2100387,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Mary Todd Elementary School,01,,KY-034165000,2101860,KY-034165000-034165180,210186000389,2100389,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,James Lane Allen Elementary School,01,,KY-034165000,2101860,KY-034165000-034165190,210186000390,2100390,Pre-Kindergarten,No Category Codes,No Category Codes,45,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Cardinal Valley Elementary School,01,,KY-034165000,2101860,KY-034165000-034165240,210186000392,2100392,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Julius Marks Elementary School,01,,KY-034165000,2101860,KY-034165000-034165620,210186000395,2100395,Pre-Kindergarten,No Category Codes,No Category Codes,37,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Millcreek Elementary School,01,,KY-034165000,2101860,KY-034165000-034165255,210186001419,2101419,Pre-Kindergarten,No Category Codes,No Category Codes,104,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Squires Elementary School,01,,KY-034165000,2101860,KY-034165000-034165082,210186001584,2101584,Pre-Kindergarten,No Category Codes,No Category Codes,38,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Sandersville Elementary,01,,KY-034165000,2101860,KY-034165000-034165058,210186002189,2102189,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,William Wells Brown Elementary,01,,KY-034165000,2101860,KY-034165000-034165056,210186002199,2102199,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Wellington Elementary,01,,KY-034165000,2101860,KY-034165000-034165059,210186002247,2102247,Pre-Kindergarten,No Category Codes,No Category Codes,37,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Fayette Pre-School,01,,KY-034165000,2101860,KY-034165000-034165887,210186002263,2102263,Pre-Kindergarten,No Category Codes,No Category Codes,32,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Fayette County Preschool Center,01,,KY-034165000,2101860,KY-034165000-034165079,210186002337,2102337,Pre-Kindergarten,No Category Codes,No Category Codes,68,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,UK Early Childhood Lab,01,,KY-034165000,2101860,KY-034165000-034165009,210186002385,2102385,Pre-Kindergarten,No Category Codes,No Category Codes,11,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Booker T Washington Elementary School,01,,KY-034165000,2101860,KY-034165000-034165055,210186002426,2102426,Pre-Kindergarten,No Category Codes,No Category Codes,14,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Coventry Oak Elementary,01,,KY-034165000,2101860,KY-034165000-034165098,210186002433,2102433,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Ewing Elementary School,01,,KY-035171000,2101920,KY-035171000-035171020,210192000396,2100396,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Flemingsburg Elementary School,01,,KY-035171000,2101920,KY-035171000-035171040,210192000399,2100399,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,E P Ward Elementary School,01,,KY-035171000,2101920,KY-035171000-035171050,210192000400,2100400,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Hillsboro Elementary School,01,,KY-035171000,2101920,KY-035171000-035171060,210192000401,2100401,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Allen Elementary School,01,,KY-036175000,2101950,KY-036175000-036175020,210195000403,2100403,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Betsy Layne Elementary School,01,,KY-036175000,2101950,KY-036175000-036175120,210195000407,2100407,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,John M. Stumbo Elementary School,01,,KY-036175000,2101950,KY-036175000-036175485,210195000415,2100415,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,May Valley Elementary School,01,,KY-036175000,2101950,KY-036175000-036175021,210195001426,2101426,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Prestonsburg Elementary School,01,,KY-036175000,2101950,KY-036175000-036175019,210195002210,2102210,Pre-Kindergarten,No Category Codes,No Category Codes,58,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,South Floyd Elementary School,01,,KY-036175000,2101950,KY-036175000-036175030,210195002446,2102446,Pre-Kindergarten,No Category Codes,No Category Codes,63,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Duff-Allen Central Elementary,01,,KY-036175000,2101950,KY-036175000-036175010,210195002452,2102452,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Frankfort Early Learning Academy,01,,KY-037177000,2101980,KY-037177000-037177040,210198002334,2102334,Pre-Kindergarten,No Category Codes,No Category Codes,67,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Collins Lane,01,,KY-037181000,2102010,KY-037181000-037181025,210201000437,2100437,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Westridge Elementary,01,,KY-037181000,2102010,KY-037181000-037181013,210201001989,2101989,Pre-Kindergarten,No Category Codes,No Category Codes,30,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Bridgeport Elementary School,01,,KY-037181000,2102010,KY-037181000-037181014,210201001990,2101990,Pre-Kindergarten,No Category Codes,No Category Codes,35,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Early Learning Village,01,,KY-037181000,2102010,KY-037181000-037181016,210201002219,2102219,Pre-Kindergarten,No Category Codes,No Category Codes,116,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Johnson Elementary School,01,,KY-019176000,2102040,KY-019176000-019176020,210204000429,2100429,Pre-Kindergarten,No Category Codes,No Category Codes,51,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Fulton Independent School,01,,KY-038186000,2102070,KY-038186000-038186018,210207002205,2102205,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Fulton County Elementary,01,,KY-038185000,2102100,KY-038185000-038185020,210210002113,2102113,Pre-Kindergarten,No Category Codes,No Category Codes,56,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Gallatin County Lower Elementary,01,,KY-039191000,2102130,KY-039191000-039191010,210213000450,2100450,Pre-Kindergarten,No Category Codes,No Category Codes,106,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Camp Dick Robinson Elementary School,01,,KY-040195000,2102160,KY-040195000-040195050,210216000454,2100454,Pre-Kindergarten,No Category Codes,No Category Codes,41,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Paint Lick Elementary School,01,,KY-040195000,2102160,KY-040195000-040195090,210216000456,2100456,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Lancaster Elementary School,01,,KY-040195000,2102160,KY-040195000-040195220,210216000457,2100457,Pre-Kindergarten,No Category Codes,No Category Codes,68,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,South Green Elementary School,01,,KY-005197000,2102220,KY-005197000-005197065,210222001565,2101565,Pre-Kindergarten,No Category Codes,No Category Codes,94,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Highland Elementary School,01,,KY-005197000,2102220,KY-005197000-005197013,210222001991,2101991,Pre-Kindergarten,No Category Codes,No Category Codes,103,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Crittenden-Mt. Zion Elementary,01,,KY-041201000,2102250,KY-041201000-041201020,210225000465,2100465,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Dry Ridge Elementary,01,,KY-041201000,2102250,KY-041201000-041201030,210225000466,2100466,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Mason-Corinth Elementary,01,,KY-041201000,2102250,KY-041201000-041201050,210225001701,2101701,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Sherman Elementary,01,,KY-041201000,2102250,KY-041201000-041201016,210225002201,2102201,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Fancy Farm Elementary School,01,,KY-042205000,2102280,KY-042205000-042205040,210228000471,2100471,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Farmington Elementary School,01,,KY-042205000,2102280,KY-042205000-042205060,210228000473,2100473,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Lowes Elementary School,01,,KY-042205000,2102280,KY-042205000-042205110,210228000475,2100475,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Sedalia Elementary School,01,,KY-042205000,2102280,KY-042205000-042205150,210228000477,2100477,Pre-Kindergarten,No Category Codes,No Category Codes,40,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Symsonia Elementary School,01,,KY-042205000,2102280,KY-042205000-042205170,210228000479,2100479,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Wingo Elementary School,01,,KY-042205000,2102280,KY-042205000-042205200,210228000481,2100481,Pre-Kindergarten,No Category Codes,No Category Codes,44,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Graves County Central Elementary,01,,KY-042205000,2102280,KY-042205000-042205013,210228001992,2101992,Pre-Kindergarten,No Category Codes,No Category Codes,57,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,H W Wilkey Elementary School,01,,KY-043211000,2102300,KY-043211000-043211010,210230000483,2100483,Pre-Kindergarten,No Category Codes,No Category Codes,77,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Caneyville Elementary School,01,,KY-043211000,2102300,KY-043211000-043211030,210230000484,2100484,Pre-Kindergarten,No Category Codes,No Category Codes,39,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Clarkson Elementary School,01,,KY-043211000,2102300,KY-043211000-043211080,210230000485,2100485,Pre-Kindergarten,No Category Codes,No Category Codes,59,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Oran P Lawler Elementary School,01,,KY-043211000,2102300,KY-043211000-043211050,210230001702,2101702,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Green County Primary School,01,,KY-044215000,2102340,KY-044215000-044215030,210234002244,2102244,Pre-Kindergarten,No Category Codes,No Category Codes,79,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Argillite Elementary School,01,,KY-045221000,2102400,KY-045221000-045221010,210240000493,2100493,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Greysbranch Elementary School,01,,KY-045221000,2102400,KY-045221000-045221040,210240000497,2100497,Pre-Kindergarten,No Category Codes,No Category Codes,26,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Mckell Elementary School,01,,KY-045221000,2102400,KY-045221000-045221060,210240000499,2100499,Pre-Kindergarten,No Category Codes,No Category Codes,56,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,Wurtland Elementary School,01,,KY-045221000,2102400,KY-045221000-045221110,210240000504,2100504,Pre-Kindergarten,No Category Codes,No Category Codes,24,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,South Hancock Elementary School,01,,KY-046225000,2102460,KY-046225000-046225070,210246000511,2100511,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,North Hancock Elementary School,01,,KY-046225000,2102460,KY-046225000-046225006,210246001993,2101993,Pre-Kindergarten,No Category Codes,No Category Codes,52,Subtotal 4 - By Grade,Reported
2018-2019,21,KENTUCKY,KY,G C Burkhead Elementary School,01,,KY-047231000,2102490,KY-047231000-047231020,210249000513,2100513,Pre-Kindergarten,No Category Codes,No Category Codes,87,Subtotal 4 - By Grade,Reported
