County,Name,Licensee_Owner,Director,Location_Street1,Location_Street_2,Location_City,Location_State,Location_Zip,Location_Zip_Updated,Latitude,Longitude,Capacity,Age_Range_of_Service,ObjectId
HARDIN,Elizabethtown Head Start - Cool Springs,"Central Kentucky Community Action Council, Inc.","Smith, Pamela Anne",103 Financial Drive,Suite 101,Elizabethtown,KY,42701,42701,37.731895,-85.85059,60,TWO_TO_SCHOOL,130
HARDIN,Highland - Baby Tender,"Baby Tender Day Care, Inc.","Moses, Loretta Ann",5000 North Dixie Highway,,Elizabethtown,KY,42701,42701,37.757905,-85.898297,55,INFANT TO SCHOOL_AGE,131
HARDIN,Lincoln Trail Elementary School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",3154 Bardstown Road,,Elizabethtown,KY,42701,42701,37.7213,-85.815806,99,SCHOOL_AGE,132
HARDIN,Meadow View Elementary School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",1255 West Vine Street,,Radcliff,KY,40160,40160,37.825806,-85.95416,99,SCHOOL_AGE,133
HARDIN,St. James Preschool,Saint James Catholic Church,"Newman, September Brandi",401 Robinbrook Boulevard,,Elizabethtown,KY,42701,42701,37.684807,-85.878391,60,TWO_TO_SCHOOL,134
HARDIN,St. James After School Care,Saint James Catholic Church,"Wooden, Crystal Anne",401 Robinbrook Boulevard,,Elizabethtown,KY,42701,42701,37.684807,-85.878391,120,SCHOOL_AGE,135
HARDIN,Lutheran Child Care Center,"Gloria Dei Evangelical Lutheran Church Of Elizabethtown, Inc.","Petersen, Michelle Lee",1701 Ring Road East,,Elizabethtown,KY,42701,42701,37.730193,-85.877311,145,INFANT TO SCHOOL_AGE,136
HARDIN,G. C. Burkhead Elementary (S.A.C.C.) School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",1323 Saint John Road,,Elizabethtown,KY,42701,42701,37.702726,-85.876004,200,SCHOOL_AGE,137
HARDIN,Memorial Angels Childcare,"Memorial United Methodist Church, Inc.","Pitt, Keshia",631 North Miles Street,,Elizabethtown,KY,42701,42701,37.704185,-85.85605,156,INFANT TO SCHOOL_AGE,138
HARDIN,Vine Grove Elementary School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",309 First Street,,Vine Grove,KY,40175,40175,37.80576,-85.985985,99,SCHOOL_AGE,139
HARDIN,First Christian Church Enrichment Center,"The First Christian Church Of Elizabethtown, Kentucky","Richardson, Debra Ann",1811 North Miles St,,Elizabethtown,KY,42701,42701,37.72737,-85.846664,168,TWO_TO_SCHOOL TO SCHOOL_AGE,140
HARDIN,Rineyville Elementary School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",275 Rineyville School Road,,Rineyville,KY,40162,40162,37.74676,-85.971695,255,SCHOOL_AGE,141
HARDIN,Woodland Elementary School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",6000 South Woodland Drive,,Radcliff,KY,40160,40160,37.832211,-85.945313,99,SCHOOL_AGE,142
HARDIN,Morningside After School Care,Elizabethtown Independent School District Finance Corporation,"Nelson, Mona",313 Morningside Drive,,Elizabethtown,KY,42701,42701,37.702377,-85.86314,100,TWO_TO_SCHOOL TO SCHOOL_AGE,143
HARDIN,New Highland Elementary School Age Child Care,Hardin County Board of Education,"Wood, Amy Danielle",110 W. A. Jenkins Road,,Elizabethtown,KY,42701,42701,37.753056,-85.904495,80,SCHOOL_AGE,144
HARDIN,Kinderplay Child Care Center,"Kinderplay, Inc","Roark, Pamela Jane",208 Corporate Drive,,Elizabethtown,KY,42701,42701,37.67846,-85.89653,109,INFANT TO SCHOOL_AGE,145
HARDIN,Heart & Soul Preschool,"Grace Heartland Church Heart & Soul Preschool, Inc.","Davis, Heather Sue",803 Pear Orchard Road,,Elizabethtown,KY,42701,42701,37.7233,-85.8592,300,TWO_TO_SCHOOL TO SCHOOL_AGE,146
HARDIN,Creekside Elementary School Age Child Care Program,Hardin County Board of Education,"Wood, Amy Danielle",151 Horse Shoe Bend Road,,Sonora,KY,42776,42776,37.524235,-85.914406,135,TWO_TO_SCHOOL TO SCHOOL_AGE,147
HARDIN,All About Kids Learning Center,"Kids R Us, Inc.","Simmons, Stacy Marie",5960 B. North Dixie Highway,,Elizabethtown,KY,42701,42701,37.609691,-85.860742,95,INFANT TO TWO_TO_SCHOOL,148
HARDIN,Caldwell Child Development Center,Shirley Ann Caldwell,"Caldwell, Shirley Ann",855 South Dixie Boulevard,,Radcliff,KY,40160,40160,37.829365,-85.929405,64,INFANT TO SCHOOL_AGE,149
HARDIN,Cecilia Valley School Age Child Care Program,Hardin County Board of Education,"Wood, Amy Danielle",931 E Main St.,,Cecilia,KY,42724,42724,37.65831,-85.94762,16,TWO_TO_SCHOOL TO SCHOOL_AGE,150
HARDIN,Children at Play Learning Center,"Batten & Batten, Inc.","Haire, Brenda",913 North Wilson Road,,Radcliff,KY,40160,40160,37.852314,-85.9438,80,INFANT TO SCHOOL_AGE,151
HARDIN,Little Lambs Daycare Learning Center,Little Lambs Daycare Learning Center,"Daniels, Annette",197 East Lincoln Trail,,Radcliff,KY,40160,40160,37.840694,-85.93602,80,INFANT TO SCHOOL_AGE,152
HARDIN,A Treasure Chest,Marcella Trombley,"Trombley, Marcella",2872 Valley Creek Road,,Elizabethtown,KY,42701,42701,37.681152,-85.7934,33,INFANT TO SCHOOL_AGE,153
HARDIN,Little People's Child Development Center,Janet Lynn Hansen,"Hansen, Janet Lynn",165 West Lincoln Trail Blvd,,Radcliff,KY,40160,40160,37.837624,-85.94529,99,INFANT TO SCHOOL_AGE,154
HARDIN,Saint James Catholic School Extended Care,Saint James Catholic Church,"Quiros, Cheryl Denise",401 Robinbrook Boulevard,,Elizabethtown,KY,42701,42701,37.684807,-85.878391,75,TWO_TO_SCHOOL,155
HARDIN,New Beginnings Christian Academy,"Elizabethtown Christian Academy, Inc.","Corle, Lori Ellen",401 West Poplar Street,,Elizabethtown,KY,42701,42701,37.700607,-85.86536,453,INFANT TO SCHOOL_AGE,156
HARDIN,Heartland Elementary School Age Child Care Program,Hardin County Board of Education,"Wood, Amy Danielle",2300 Nelson Drive,,Elizabethtown,KY,42701,42701,37.485777,-86.216409,129,SCHOOL_AGE,157
HARDIN,Little Treasures Learning Academy,"Jungle Zone, Inc","Carter, Kathryn M",1989 Leitchfield Road,,Elizabethtown,KY,42701,42701,37.67781,-85.886055,74,INFANT TO SCHOOL_AGE,158
HARDIN,Academy of Learning Primary House 1," ACADEMY OF LEARNING-ELIZABETHTOWN, LLC ","Butler, Paula Lynn",610/612 West Port Rd,,Elizabethtown,KY,42701,42701,37.701923,-85.88137,130,INFANT TO SCHOOL_AGE,159
HARDIN,Academy of Learning Primary House 2,"Academy Of Learning-Radcliff, LLC","Decker-Coots, Kimberly Michelle",1448 West Lincoln Trail Blvd,,Radcliff,KY,40160,40160,37.83035,-85.96864,171,INFANT TO SCHOOL_AGE,160
HARDIN,Friends 4-Ever Learning Center,"Fun Time Day Care, Inc.","Banks, Satena",5351 N. Dixie Highway,,Elizabethtown,KY,42701,42701,37.762744,-85.900461,37,INFANT TO SCHOOL_AGE,161
HARDIN,Crocus Academy Heartland,"Crocus Learning Center, Llc","Scott, Jana Lynn",1308 Woodland Drive,,Elizabethtown,KY,42701,42701,37.72265,-85.88404,49,TWO_TO_SCHOOL,162
HARDIN,Little People's Child Development Center,Janet Lynn Hansen,"Hansen, Janet Lynn",1109 Julianna Court,,Elizabethtown,KY,42701,42701,37.729088,-85.83978,145,INFANT TO SCHOOL_AGE,163
HARDIN,Cindy's Teddy Bear Day Care,"Cindy's Teddy Bear Day Care, Inc.","Blake, Constance",671 Knox Blvd.,,Radcliff,KY,40160,40160,37.86113,-85.955246,76,INFANT TO SCHOOL_AGE,164
HARDIN,"Brightside Child Care & Learning Center, LLC","Brightside Child Care & Learning Center, LLC","Cook, Brandy Lee",1107 North Dixie Avenue,,Elizabethtown,KY,42701,42701,37.757905,-85.898297,49,INFANT TO SCHOOL_AGE,165
HARDIN,Radcliff Elementary SACC Program,Hardin County Board of Education,"Wood, Amy Danielle",1145 South Dixie Boulevard,,Radcliff,KY,40160,40160,37.829952,-85.92973,163,SCHOOL_AGE,166
HARDIN,Heartland Montessori School,Heartland Montessori School Inc.,"Ramirez, Charlotte L.",583 Pine Valley Drive,,Elizabethtown,KY,42701,42701,37.755398,-85.88488,49,TWO_TO_SCHOOL TO SCHOOL_AGE,167
HARDIN,Early Connections Childcare Ministry,"Valley Creek Baptist Church, Inc.","Bolin, Jessica Lynn",4685 Springfield Road,,Elizabethtown,KY,42701,42701,37.693703,-85.78824,60,TWO_TO_SCHOOL TO SCHOOL_AGE,168
HARDIN,Lakewood Elementary School Age Child Care Program,Hardin County Board of Education,"Wood, Amy Danielle",265 Learning Place Lane,,Cecilia,KY,42724,42724,37.128736,-85.287751,70,SCHOOL_AGE,169
HARDIN,Taylor Tots Children's Center,Taylor Tots Chidlren's Center LLC,"Maphis, Michele",4550 Rineyville-big Springs Road,,Rineyville,KY,40162,40162,37.757507,-85.984924,99,INFANT TO SCHOOL_AGE,170
HARDIN,Elizabethtown Montessori School,"Elizabethtown Montessori School, LLC","Hinkle, Gretchen Elisabeth",1016 Pear Orchard Road,,Elizabethtown,KY,42701,42701,37.727,-85.860664,22,TWO_TO_SCHOOL TO SCHOOL_AGE,171
HARDIN,Tiny Tots Daycare,"Tiny Tots Daycare, Inc","Davidson, Michelle Lorainne",109 Crutcher Street,,Vine Grove,KY,40175,40175,37.811104,-85.98132,40,INFANT TO SCHOOL_AGE,172
HARDIN,North Park Wrap Around Care,Hardin County Board of Education,"Wood, Amy Danielle",1080 S. Logsdon Pkwy,,Radcliff,KY,40160,40160,37.821087,-85.945521,40,TWO_TO_SCHOOL TO SCHOOL_AGE,173
HARDIN,St. Stephens Head Start,"Central Kentucky Community Action Council, Inc.","Smith, Pamela Anne",757 S. Woodland Drive,,Radcliff,KY,40159,40159,37.829071,-85.943745,50,TWO_TO_SCHOOL,174
HARDIN,Brightside Childcare and Learning Center,"Brightside Child Care & Learning Center, LLC","Cook, Brandy Lee",5186 North Dixie Highway,,Elizabethtown,KY,42701,42701,37.759627,-85.899161,63,INFANT TO SCHOOL_AGE,175
HARDIN,Elizabethtown Head Start,"Central Kentucky Community Action Council, Inc.","Smith, Pamela Anne",401 West Poplar Street,,Elizabethtown,KY,42701,42701,37.700607,-85.86536,40,TWO_TO_SCHOOL,176
HARDIN,Amos House Academy,"Amos House Academy, LLC","Adams, Lakera Octavia",100 Vineland Center Drive,Suite 10,Vine Grove,KY,40175,40175,37.822558,-85.973121,50,INFANT TO SCHOOL_AGE,177
HARDIN,HCS Early Learning Academy,Hardin County Board of Education,"Mackey, Sabrina",521 Charlemagne Boulevard,,Elizabethtown,KY,42701,42701,37.690147,-85.888,137,INFANT TO TWO_TO_SCHOOL,178
HARDIN,Ft. Knox Child Development Center,Ft. Knox Child Development Center,"Parris, Stephanie ",1629 Bullion Blvd,,Ft. Knox,KY,40121,40121,37.877748,-85.966832,0,,179
HARLAN,KCEOC Verda Child Development Center,"Kceoc Community Action Partnership, Inc.","Saylor, Melissa Choi",54 Verda School Road,,Evarts,KY,40828,40828,36.850533,-83.150251,88,INFANT TO TWO_TO_SCHOOL,180
HARLAN,Tri-Cities Head Start,"Kceoc Community Action Partnership, Inc.","Saylor, Melissa Choi",119 Central Street,,Cumberland,KY,40823,40823,36.977165,-82.98704,40,TWO_TO_SCHOOL,181
HARLAN,Rita's Daycare,Rita Ann Howard,"Howard, Rita Ann",53 Middleton Street,,Harlan,KY,40831,40831,36.838313,-83.328663,32,INFANT TO SCHOOL_AGE,182
HARLAN,Grays Knob Child Development Center K.C.E.O.C.,"Kceoc Community Action Partnership, Inc.","Saylor, Melissa Choi",88 Morgan Drive,,Grays Knob,KY,40829,40829,36.851031,-83.340551,56,INFANT TO TWO_TO_SCHOOL,183
HARLAN,Kidz Kampus Child Care,Kidz Kampus Child Care Inc,"Carmical, Kim Harris",303 Surgenor Street,,Harlan,KY,40831,40831,36.845936,-83.31588,25,INFANT TO SCHOOL_AGE,184
HARLAN,Little Warriors Early Childhood Development,"Putney Bible Church, Inc.","Fields, Miranda Shante",6340 Hwy 522,,Totz,KY,40870,40870,36.916583,-83.192588,36,INFANT TO TWO_TO_SCHOOL,185
HARRISON,Cynthiana Baptist Church Day Care Center,"Cynthiana Baptist Church, Inc.","Wiglesworth, Lois Fay",210 East Pleasant Street,,Cynthiana,KY,41031,41031,38.390255,-84.29564,99,INFANT TO SCHOOL_AGE,186
HARRISON,KidTown,"The Harrison Memorial Hospital, Inc.","Lair-Barnes, Tracy ",Harrison Memorial Hospital,1210 Ky Highway 36 E,Cynthiana,KY,41031-7498,41031,38.383197,-84.277662,104,INFANT TO SCHOOL_AGE,187
HARRISON,Community Action Council-The PREP Academy at Terrace Park,"Community Action Council For Lexington-fayette, Bourbon, Harrison, And Nicholas Counties, Inc","Persinger, Kristi Lynne",151 Federal Drive,,Cynthiana,KY,41031,41031,38.386383,-84.30836,16,TWO_TO_SCHOOL,188
HARRISON,Community Action Council-The PREP Academy at Harrison County,"Community Action Council For Lexington-fayette, Bourbon, Harrison, And Nicholas Counties, Inc","Persinger, Kristi Lynne",216 Old Lair Road,,Cynthiana,KY,41031,41031,38.38455,-84.28783,75,TWO_TO_SCHOOL,189
HARRISON,Community Action Council-The PREP Academy at Lebus Center,"Community Action Council For Lexington-fayette, Bourbon, Harrison, And Nicholas Counties, Inc","Persinger, Kristi Lynne",118 North Walnut Street,,Cynthiana,KY,41031,41031,38.390987,-84.29567,18,INFANT TO TWO_TO_SCHOOL,190
HARRISON,Saint Edward Preschool,Diocese of Covington,"Biddle, Kimberly Lynne",107 North Walnut Street,,Cynthiana,KY,41031,41031,38.390854,-84.2957,20,TWO_TO_SCHOOL,191
HARRISON,Our Little Miracles,"Our Little Miracles, Llc","Strunk, Pamela Dee",108 West Mill Street,,Cynthiana,KY,41031,41031,38.3917,-84.29743,40,INFANT TO SCHOOL_AGE,192
HART,Hart County Head Start,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",1779 South Dixie Hwy,,Munfordville,KY,42765,42765,37.251545,-85.888664,40,TWO_TO_SCHOOL,193
HART,Horse Cave's Let's Go Play Academy,Ramsey Morris,"Anderson, Melissa Kay ",320 Dixie Highway,,Horse Cave,KY,42749,42749,37.239177,-85.892326,49,INFANT TO SCHOOL_AGE,194
HART,Tiny Blessings Daycare Center,Tiny Blessings Daycare LLC,"Hodges, Ashlee ",1044 Main Street,,Munfordville,KY,42765,42765,37.275845,-85.89658,38,INFANT TO SCHOOL_AGE,195
HENDERSON,Riverview School,"Riverview School, Inc.","Riddle, Loretta Jewell",133 South Water Street,,Henderson,KY,42420,42420,37.837532,-87.59643,31,INFANT TO SCHOOL_AGE,196
HENDERSON,Methodist Hospital Child Development Center,"Community United Methodist Hospital, Inc.","Mills, Judith Lane",1411 North Elm Street,,Henderson,KY,42420,42420,37.854965,-87.58056,100,INFANT TO SCHOOL_AGE,197
HENDERSON,Busy Bees Educare,"Busy Bee's Educare, Inc.","Henshaw, Patricia Denise",469 Klutey Park Plaza,,Henderson,KY,42420,42420,37.83546,-87.5684,114,INFANT TO SCHOOL_AGE,198
HENDERSON,Just For Kids,"L.K.A., Inc.","Lee, Sonda Kaye",317 3rd Street,,Henderson,KY,42420,42420,37.84123,-87.58889,60,INFANT TO SCHOOL_AGE,199
HENDERSON,Jefferson Friends,Henderson County Board Of Education,"Coffman, Beverly Geraldine",315 Jackson Street,,Henderson,KY,42420,42420,37.83036,-87.598434,120,SCHOOL_AGE,200
HENDERSON,Cairo ACORNS Child Care,Henderson County Board Of Education,"Burke, Lori Leigh",10694 Highway 41-a,,Henderson,KY,42420,42420,37.746204,-87.655163,90,SCHOOL_AGE,201
HENDERSON,The Family Connection Kid's Club,Henderson County Board Of Education,"Johnson, Angela Kristen",9190 Us 60 East,,Spottsville,KY,42458,42458,37.790607,-87.671588,99,SCHOOL_AGE,202
HENDERSON,East Heights Clubhouse,Henderson County Board Of Education,"Coffman, Beverly Geraldine",1776 Adams Lane,,Henderson,KY,42420,42420,37.824735,-87.549053,99,TWO_TO_SCHOOL TO SCHOOL_AGE,203
HENDERSON,Bend Gate Clubhouse,Henderson County Board Of Education,"Johnson, Angela Kristen",920 Bend Gate Road,,Henderson,KY,42420,42420,37.86552,-87.557,99,TWO_TO_SCHOOL TO SCHOOL_AGE,204
HENDERSON,Kids Time Preschool & Childcare,"Kids Time, Inc.","Fambrough, Donna Jean",1651 South Green Street,,Henderson,KY,42420,42420,37.8181,-87.61168,49,INFANT TO SCHOOL_AGE,205
HENDERSON,Holy Name School Extended Care,"Holy Name Parish Of Henderson, Kentucky","Utely, Lois L.",628 Second Street,,Henderson,KY,42420,42420,37.83812,-87.5851,99,TWO_TO_SCHOOL TO SCHOOL_AGE,206
HENDERSON,South Heights Afternoon Lagoon,Henderson County Board Of Education,"Johnson, Angela Kristen",1199 Madison Street,,Henderson,KY,42420,42420,37.82133,-87.590195,90,SCHOOL_AGE,207
HENDERSON,Henderson Community College Child Development Center,"Audubon Area Community Services, Inc.","Grant, Peggy Marie",2260 South Green Street,,Henderson,KY,42420,42420,37.805524,-87.632876,28,INFANT TO TWO_TO_SCHOOL,208
HENDERSON,Tiny Blessings Daycare,Angela Faye Hopson,"Hopson, Angela Faye",5422 U.S. Hwy 41a,,Henderson,KY,42420,42420,37.784753,-87.611469,12,TWO_TO_SCHOOL TO SCHOOL_AGE,209
HENDERSON,Pidder Padder Preschool and Daycare,"Pidder Padder Pre-school & Day Care, Inc.","Todd, Misty Renee",337 Richardson Avenue,,Henderson,KY,42420,42420,37.855713,-87.57732,73,INFANT TO SCHOOL_AGE,210
HENDERSON,Little Stars Childcare,Henderson County Board Of Education,"Burke, Lori Leigh",631 North Green Street,,Henderson,KY,42420,42420,37.845947,-87.58428,95,TWO_TO_SCHOOL,211
HENDERSON,Kidz World Childcare,"Kidz World Childcare, Inc.","Duncan, Stephenie Diane",106 Hancock Street,,Henderson,KY,42420,42420,37.830637,-87.601301,99,INFANT TO SCHOOL_AGE,212
HENDERSON,Grady's Place Daycare,"Grady's Place Daycare, LLC","Everidge, Julie Ann",438 5th Street,,Henderson,KY,42420,42420,37.843006,-87.585396,99,INFANT TO SCHOOL_AGE,213
HENRY,Eminence Full Day Full Year Head Start Center,Ohio Valley Educational Cooperative,"Fithian, Kim Lovell",295 West Broadway,,Eminence,KY,40019,40019,38.372402,-85.183784,20,TWO_TO_SCHOOL,214
HENRY,Eminence Early Head Start,Ohio Valley Educational Cooperative,"Fithian, Kim Lovell",295 West Broadway,,Eminence,KY,40019,40019,38.372402,-85.183784,25,INFANT TO TWO_TO_SCHOOL,215
HENRY,Henry County Head Start,Ohio Valley Educational Cooperative,"Fithian, Kim Lovell",182 South Property Road,,New Castle,KY,40050,40050,38.43409,-85.16784,34,TWO_TO_SCHOOL,216
HENRY,Stepping Stones Child Care Center,"Stepping Stones Child Care Center, Inc.","Bailey, Tonya M. ",52 Harrison Street,,New Castle,KY,40050,40050,38.033127,-85.608294,40,TODDLER TO SCHOOL_AGE,217
HENRY,The Peapod Preschool,The Peapod Preschool LLC,"Scriber, Tomi Rae",4847 North Main Street,,Eminence,KY,40019,40019,38.371613,-85.17961,56,TODDLER TO TWO_TO_SCHOOL,218
HENRY,Nanny's of Kentucky,Angela Marie Gray,"Gray, Angela Marie",8810 Main Street,,Campbellsburg,KY,40011,40011,38.5247,-85.211685,73,INFANT TO SCHOOL_AGE,219
HENRY,Wonder Hill Nursery and Preschool,Tamara Jo Moore,"Moore, Tamara Jo",126 Fox Creek Road,,Pendleton,KY,40055,40055,38.46878,-85.291868,12,INFANT TO SCHOOL_AGE,220
HENRY,Camp FIRE Eminence Elementary,Eminence Independent Schools,"Royalty, Joy Ellen",254 West Broadway Street,,Eminence,KY,40019,40019,38.371273,-85.18149,256,TWO_TO_SCHOOL TO SCHOOL_AGE,221
CHRISTIAN,Hopkinsville's Let's Go Play Academy,"Let's Go Play Day Care Academy, Inc.","Diugiud, Janice Kay",15 Airport Road,,Hopkinsville,KY,42240,42240,36.8591,-87.45778,99,INFANT TO SCHOOL_AGE,222
HENRY,Henry County ASA - New Castle,"After School Academy, LLC","Murphy, Ben",182 South Property Road,,New Castle,KY,40050,40050,38.43409,-85.16784,120,TWO_TO_SCHOOL TO SCHOOL_AGE,223
BUTLER,Aunt Kay's Kids,Kay G. Flener,"Flener, Kay G.",110 West Cemetery Street,,Morgantown,KY,42261,42261,37.22982,-86.67952,25,TODDLER TO SCHOOL_AGE,224
BOONE,"Children, Inc. Extended Education at Stephens Elementary","Children, Inc.","Bricking, Renee",5687 Hwy 237,,Covington,KY,41011,41011,39.03503,-84.702658,22,SCHOOL_AGE,225
ADAIR,Little Lambs Learning Center Limited Liability Company,Little Lambs Learning Center Limited Liabilty Company,"Payne, Sheila Darlene",912 Russell Road,,Columbia,KY,42728-1036,42728,37.09372,-85.297356,69,INFANT TO SCHOOL_AGE,226
FAYETTE,The Salvation Army Boys and Girls Club,THE SALVATION ARMY (NEW YORK),"VanFossen, Scott William",736 West Main Street,,Lexington,KY,40508,40508,38.053642,-84.50517,115,SCHOOL_AGE,227
ADAIR,"Learning Tree Kids Zone, Inc.","Learning Tree Kids Zone, Inc.","Mitchum, Cheryl Lynn",730 Hudson Street,,Columbia,KY,42728,42728,37.100502,-85.32305,49,INFANT TO SCHOOL_AGE,228
FAYETTE,Beginnings Christian Day School,Macedonia Christian Church,"Lear, Lisa",4551 Winchester Road,,Lexington,KY,40509,40509,38.029438,-84.3494,166,TWO_TO_SCHOOL TO SCHOOL_AGE,229
BOONE,Precious Sight Childcare,Peggy Nichole Spradlin,"Spradlin, Peggy Nichole",7611 Dixie Highway,,Florence,KY,41042,41042,38.992863,-84.62437,55,INFANT TO SCHOOL_AGE,230
ADAIR,Dollhouse Daycare,"Dollhouse Daycare, LLC","Wall, Tonya Lynn",517 Burkesville St.,,Columbia,KY,42728,42728,37.099425,-85.312435,124,INFANT TO SCHOOL_AGE,231
BUTLER,Sandy & Donna's Little Rascals Daycare Center,"Sandy & Donna's Little Rascals Daycare Center, Inc.","French, Donna",218 East G.L. Smith Street,,Morgantown,KY,42261,42261,37.227135,-86.68646,49,INFANT TO SCHOOL_AGE,232
FAYETTE,Chrysalis Community Center,"Chrysalis House, Inc.","Appleby, Nettie Lynn",1589 Hill Rise Drive,,Lexington,KY,40504,40504,38.046913,-84.53335,18,SCHOOL_AGE,233
BOONE,"Florence Childcare, LLC","Florence Childcare, LLC","Ball, Connie Lynn",7220 Turfway Road,,Florence,KY,41042,41042,39.009705,-84.62569,100,INFANT TO SCHOOL_AGE,234
CHRISTIAN,First United Methodist Church Daycare,"The First United Methodist Church Of Hopkinsville, Kentucky, Inc.","Leach, Abby Lee",1305 South Main Street,,Hopkinsville,KY,42240,42240,36.863525,-87.49027,66,INFANT TO SCHOOL_AGE,235
HICKMAN,Ms. Linda's Day Care,Linda Lee Byassee,"Byassee, Linda Lee",868 State Route 1475,,Clinton,KY,42031,42031,36.686573,-89.032263,30,INFANT TO SCHOOL_AGE,236
ALLEN,Allen County Head Start,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",25 Jl Turner And Son Place,,Scottsville,KY,42164,42164,36.76667,-86.17856,60,TWO_TO_SCHOOL,237
BUTLER,North Butler Head Start,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",5539 Brownsville Rd.,,Morgantown,KY,42261,42261,37.26356,-86.602015,20,TWO_TO_SCHOOL,238
