"dcid","permit_number","program_name","facility_type","program_type","address","borough","zipcode","phone","age_range","capacity","administer_medication","bin","bbl","community_board","council_district","census_tract","nta_code","latitude","longitude"
"DC1184","7512","SUTTON PLACE SYNAGOGUE","GCC","PRESCHOOL","225 EAST 51 STREET","MANHATTAN","10022","(212) 826-6204","2 YEARS - 5 YEARS","62","No","1038467","1013250015","106","04","009800","MN19","40.756148843474","-73.969586262143"
"DC1185","7150","HEARTSHARE HUMAN SERVICES OF NEW YORK","GCC","PRESCHOOL","82-12 151 AVENUE","QUEENS","11414","(718) 848-0300","2 YEARS - 5 YEARS","241","No","4448909","4114290001","410","32","006202","QN57","40.667607621278","-73.852383827786"
"DC11867","7458","ALL SEASONS DAY NURSERY INFANT/TODDLER","GCC","INFANT TODDLER","1701 NEREID AVENUE","BRONX","10466","(718) 324-8300","0 YEARS - 2 YEARS","18","No","2070786","2050720013","212","11","043400","BX62","40.8978596482","-73.852409471238"
"DC11884","7608","CHABAD-LUBAVITCH OF THE UPPER EAST SIDE, INC.","GCC","PRESCHOOL","419 EAST 77TH STREET","MANHATTAN","10075","(212) 717-4613","2 YEARS - 5 YEARS","56","No","1045983","1014720008","108","05","013200","MN31","40.770759091726","-73.953015480178"
"DC11886","N/A","THE GILLEN BREWER SCHOOL","SBCC","PRESCHOOL","410 EAST 92 STREET","MANHATTAN","10128","(212) 831-3667","3 YEARS - 5 YEARS","24","No","1081307","1015717501","108","05","015200","MN32","40.780480728887","-73.94611912008"
"DC1193","7040","JEWISH COMMUNITY CENTER IN MANHATTAN, INC","GCC","PRESCHOOL","334 AMSTERDAM AVENUE","MANHATTAN","10023","(646) 505-4400","2 YEARS - 5 YEARS","130","No","1085971","1011670033","107","06","016300","MN12","40.781007626178","-73.979891101231"
"DC11944","6539","THE PLAY GROUP EXPERIENCE, INC.","GCC","PRESCHOOL","90 BOULDER STREET","STATEN ISLAND","10312","(718) 967-0494","2 YEARS - 5 YEARS","28","No","5079650","5060490120","503","51","017010","SI48","40.546128791287","-74.196803070276"
"DC11969","7643","CHILDREN'S LEARNING COMPANY, INC.","GCC","PRESCHOOL","210 WEST 233 STREET","BRONX","10463","(718) 432-1170","2 YEARS - 5 YEARS","30","No","2083554","2057540078","208","11","028700","BX29","40.881039615425","-73.903852954519"
"DC11982","N/A","WOODSIDE PRE-K PROGRAM","SBCC","PRESCHOOL","140 RIVERSIDE BOULEVARD","MANHATTAN","10069","(212) 362-6032","3 YEARS - 5 YEARS","NO DATA","No","1086066","1011710133","107","06","015500","MN14","40.777262263437","-73.988915275062"
"DC11984","N/A","WOODSIDE KINDERGARTEN","SBCC","PRESCHOOL","160 RIVERSIDE BOULEVARD","MANHATTAN","10069","(212) 362-2350","3 YEARS - 5 YEARS","88","No","1085804","1011710132","107","06","015500","MN14","40.777800215888","-73.988716597278"
"DC11994","8104","URBAN CONCEPTS OF NEW YORK ROUND THE CLOCK NURSERY, INC.","GCC","PRESCHOOL","301B WEST 130 STREET","MANHATTAN","10027","(212) 694-0615","2 YEARS - 5 YEARS","67","Yes","1084087","1019580001","110","09","021500","MN03","40.813435496437","-73.948978828936"
"DC12013","N/A","BNOSMENACHEM","SBCC","PRESCHOOL","739 EAST NEW YORK AVENUE","BROOKLYN","11203","(718) 493-1100","3 YEARS - 5 YEARS","NO DATA","No","3038483","3014280047","309","40","087401","BK60","40.662339244162","-73.938277992582"
"DC12020","N/A","Yeshiva Derech HaTorah-Yeshivat Mizrachi Lbanim","SBCC","PRESCHOOL","2810 NOSTRAND AVENUE","BROOKLYN","11229","(718) 258-4441","3 YEARS - 5 YEARS","NO DATA","No","3211291","3076900051","315","46","064200","BK44","40.615716942724","-73.944775852051"
"DC12024","7503","SHIRA HEAD START BAIS YAAKOV I,II,III,IV,V,VL,VLL","GCC","PRESCHOOL","4502 14 AVENUE","BROOKLYN","11219","(718) 435-5755","2 YEARS - 5 YEARS","88","No","3136746","3056170038","312","44","023200","BK88","40.635843372051","-73.987688622943"
"DC1203","7217","IVY DAY SCHOOL","GCC","PRESCHOOL","65-01 KISSENA BOULEVARD","QUEENS","11367","(718) 460-6366","2 YEARS - 5 YEARS","100","No","4438293","4067420010","408","24","122702","QN38","40.736954548646","-73.814683434373"
"DC12034","N/A","ST. RAYMOND ELEMENTARY SCHOOL","SBCC","PRESCHOOL","2380 EAST TREMONT AVENUE","BRONX","10462","(718) 597-3232","3 YEARS - 5 YEARS","NO DATA","No","2097353","2039580080","209","18","021001","BX46","40.842325413895","-73.854481214499"
"DC1210","7232","IMMANUEL CREATIVE DAYCARE SCHOOL","GCC","PRESCHOOL","163-15 OAK AVENUE","QUEENS","11358","(718) 460-9991","2 YEARS - 5 YEARS","55","No","4124168","4054930001","407","20","120700","QN52","40.749853450141","-73.803866802306"
"DC12109","N/A","Brooklyn Cultural Center of New York, Inc.","SBCC","PRESCHOOL","675 4 AVENUE","BROOKLYN","11232","(718) 768-7181","3 YEARS - 5 YEARS","NO DATA","No","3336817","3006400001","307","38","014500","BK32","40.662770243944","-73.995598980751"
"DC1211","7394","ADVENTURELAND CHILD CARE CENTER INC.","GCC","INFANT TODDLER","41-31 58 STREET","QUEENS","11377","(718) 274-4769","0 YEARS - 2 YEARS","15","No","4031249","4013320044","402","26","024900","QN63","40.743972327248","-73.906960260018"
"DC12112","N/A","BAIS ESTHER SCHOOL","SBCC","PRESCHOOL","1353 50 STREET","BROOKLYN","11219","(718) 436-1234","3 YEARS - 5 YEARS","129","No","3137766","3056420053","312","44","023600","BK88","40.633774155589","-73.991544073013"
"DC12116","N/A","BAYIS V'GAN DAY CARE PROGRAM","SBCC","PRESCHOOL","1014 EAST 15 STREET","BROOKLYN","11230","(718) 377-0777","3 YEARS - 5 YEARS","NO DATA","No","3179959","3067160012","314","44","053400","BK43","40.62457290153","-73.961288956539"
"DC12117","N/A","BETH JACOB PAROCHIAL SCHOOL OF THE EAST SIDE","SBCC","PRESCHOOL","142 BROOME STREET","MANHATTAN","10002","(212) 473-4500","3 YEARS - 5 YEARS","NO DATA","No","1004079","1003420065","103","01","001200","MN28","40.716284083511","-73.984163761951"
"DC12118","N/A","BEIKVEI HATZOIN  SCHOOL","SBCC","PRESCHOOL","31 DIVISION AVENUE","BROOKLYN","11249","(718) 486-6363","3 YEARS - 5 YEARS","NO DATA","No","3424192","3021590002","301","33","054700","BK73","40.706910034183","-73.96787392646"
"DC12119","N/A","BNOS JERUSALEM D'CHASIDEI BELZ","SBCC","PRESCHOOL","600 MCDONALD AVENUE","BROOKLYN","11218","(718) 854-7192","3 YEARS - 5 YEARS","NO DATA","No","3125932","3053690006","312","39","048600","BK41","40.63941030965","-73.978914239092"
"DC12124","N/A","BNOS ZION OF BOBOV","SBCC","PRESCHOOL","5000 14 AVENUE","BROOKLYN","11219","(718) 438-3080","3 YEARS - 5 YEARS","NO DATA","No","3138079","3056490038","312","44","023600","BK88","40.633049458811","-73.990593018879"
"DC12129","N/A","TALMUD TORAH OF CROWN HEIGHTS, INC.","SBCC","PRESCHOOL","6363 AVENUE U","BROOKLYN","11234","(718) 444-5800","3 YEARS - 5 YEARS","NO DATA","No","3236983","3084060035","318","46","069800","BK45","40.616202019321","-73.912696791268"
"DC12133","N/A","DIMITRIOS & GEORGIA KALOIDIS PAROCHIAL SCHOOL OF GREEK HOLY CROSS CHUCH","SBCC","PRESCHOOL","8502 RIDGE BOULEVARD","BROOKLYN","11209","(718) 836-8096","3 YEARS - 5 YEARS","NO DATA","No","3153048","3060320037","310","47","005000","BK31","40.624818842173","-74.033458914822"
"DC12134","N/A","Ebenezer Preparatory School /Ebenezer Preparatory School","SBCC","PRESCHOOL","5464 KINGS HIGHWAY","BROOKLYN","11203","(718) 629-4231","3 YEARS - 5 YEARS","NO DATA","No","3222149","3079290056","317","45","084600","BK96","40.642028463675","-73.925436622408"
"DC12135","N/A","GAN YISROEL","SBCC","PRESCHOOL","3909 15 AVENUE","BROOKLYN","11218","(718) 853-9853","3 YEARS - 5 YEARS","NO DATA","No","3125790","3053650006","312","39","022800","BK88","40.637838075876","-73.981998979899"
"DC12146","N/A","UNITED LUBAVITCHER YESHIVA","SBCC","PRESCHOOL","570 CROWN ST.","BROOKLYN","11213","(718) 774-4131","3 YEARS - 5 YEARS","NO DATA","No","3393264","3014170007","309","35","033300","BK63","40.665644470424","-73.939237349258"
"DC12149","N/A","MESIVTHA TIFERETH JERUSALEM PRE-SCHOOL","SBCC","PRESCHOOL","145 EAST BROADWAY","MANHATTAN","10002","(212) 964-2830","3 YEARS - 5 YEARS","NO DATA","No","1003571","1002830031","103","01","000600","MN28","40.7139517864","-73.991205605458"
"DC12161","N/A","TALMUD TORAH TIFERES BUNIM D'MUNCKACS","SBCC","PRESCHOOL","5202 13 AVENUE","BROOKLYN","11219","(718) 436-6868","3 YEARS - 5 YEARS","100","No","3138706","3056620059","312","44","021800","BK88","40.633252800234","-73.993968849274"
"DC12163","N/A","TALMUD TORAH IMREI CHAIM","SBCC","PRESCHOOL","1824 53 STREET","BROOKLYN","11204","(718) 234-2000","3 YEARS - 5 YEARS","NO DATA","No","3130270","3054800014","312","44","047200","BK88","40.625577214206","-73.982539060391"
"DC12164","N/A","TOMER D'VORA SCHOOL","SBCC","PRESCHOOL","1415 45 STREET","BROOKLYN","11219","(718) 633-4802","3 YEARS - 5 YEARS","NO DATA","No","3136552","3056120074","312","44","023200","BK88","40.635604502819","-73.987025721541"
"DC12177","N/A","YESHIVA DARCHEI TORAH","SBCC","PRESCHOOL","257 BEACH 17 STREET","QUEENS","11691","(718) 868-2300","3 YEARS - 5 YEARS","NO DATA","No","4454258","4156340094","414","31","101001","QN15","40.59674308247","-73.751147803108"
"DC12181","N/A","YESHIVA KEHILATH YAKOV","SBCC","PRESCHOOL","206 WILSON STREET","BROOKLYN","11211","(718) 963-1212","2 YEARS - 5 YEARS","NO DATA","No","3059981","3021830021","301","34","053500","BK72","40.706970676271","-73.95996770851"
"DC12184","N/A","YESHIVA & MESIVTA TORAS EMES KAMENITZ","SBCC","PRESCHOOL","1904 AVENUE N","BROOKLYN","11230","(718) 375-0900","3 YEARS - 5 YEARS","NO DATA","No","3398189","3067570001","314","48","054600","BK43","40.616045524496","-73.955570492112"
"DC12186","N/A","YESHIVA OHR SHRAGA D'VERETSKY","SBCC","PRESCHOOL","1102 AVENUE L","BROOKLYN","11230","(718) 252-7777","3 YEARS - 5 YEARS","NO DATA","No","3329235","3067310001","314","44","076800","BK43","40.619987282966","-73.964101279449"
"DC12191","N/A","SBCC","SBCC","PRESCHOOL","1650 56 STREET","BROOKLYN","11204","(718) 438-1177","2 YEARS - 5 YEARS","NO DATA","No","3130812","3054920028","312","44","047000","BK88","40.626491989231","-73.988583767537"
"DC12223","7386","A CHILD'S PLACE TOO","GCC","INFANT TODDLER","32-20 108 ST","QUEENS","11369","(718) 565-2170","0 YEARS - 2 YEARS","28","No","4535511","4017020034","403","21","037300","QN27","40.759329809213","-73.861283404648"
"DC12226","6655","BAY RIDGE AVE. CHILD CARE CENTER -P/S","GCC","PRESCHOOL","1206 BAY RIDGE AVENUE","BROOKLYN","11219","(718) 680-3544","2 YEARS - 5 YEARS","15","No","3156435","3061550009","310","38","019600","BK30","40.624716546182","-74.005601693719"
"DC12233","7429","STRAWBERRY PATCH DAY CARE  INC.","GCC","INFANT TODDLER","2007 LINDEN BOULEVARD","BROOKLYN","11207","(718) 257-7555","0 YEARS - 2 YEARS","16","No","3097353","3043250024","305","42","110400","BK82","40.659573127601","-73.888314611413"
"DC12234","7423","STRAWBERRY PATCH DAY CARE CENTER, INC.","GCC","PRESCHOOL","2007 LINDEN BOULEVARD","BROOKLYN","11207","(718) 257-7555","2 YEARS - 5 YEARS","41","No","3097353","3043250024","305","42","110400","BK82","40.659573127601","-73.888314611413"
"DC12236","7010","LITTLE ANGEL DAY CARE #3, INC.","GCC","PRESCHOOL","12 CROWN STREET","BROOKLYN","11225","(718) 469-0229","2 YEARS - 5 YEARS","56","No","3029720","3011907501","309","35","021300","BK63","40.667575419882","-73.961390067354"
"DC12242","6191","EUROPEAN CHILD CARE DAY CARE CENTER, INC.","GCC","INFANT TODDLER","2150 BENSON AVENUE","BROOKLYN","11214","(718) 265-4477","0 YEARS - 2 YEARS","10","No","3168014","3064140038","311","43","029200","BK27","40.600611917587","-73.996258488447"
"DC12247","6460","BIRCH FAMILY SERVICES, INC.","GCC","PRESCHOOL","475 EAST 57 STREET","BROOKLYN","11203","(718) 451-5213","2 YEARS - 5 YEARS","164","No","3221961","3079150010","317","45","094600","BK96","40.643882144171","-73.922731981363"
"DC12259","7405","STAR  AMERICA  M  INC.","GCC","INFANT TODDLER","780 8 AVENUE","MANHATTAN","10036","(212) 262-4896","0 YEARS - 2 YEARS","33","No","1086225","1010190001","105","03","012500","MN17","40.760735909332","-73.987217838913"
"DC1226","5667","SIPS KINDER FACILITIES INC.","GCC","INFANT TODDLER","145 ROSS AVENUE","STATEN ISLAND","10306","(718) 667-9235","0 YEARS - 2 YEARS","10","No","5057429","5042120025","502","50","013400","SI45","40.571983529882","-74.11785913536"
"DC12260","7431","STAR  AMERICA  M  INC.","GCC","PRESCHOOL","780 8TH AVENUE","MANHATTAN","10036","(212) 262-4896","2 YEARS - 5 YEARS","73","No","1086225","1010190001","105","03","012500","MN17","40.760735909332","-73.987217838913"
"DC12261","4963","BARROW STREET NURSERY SCHOOL AT GREENWICH HOUSE","GCC","PRESCHOOL","27 BARROW STREET","MANHATTAN","10014","(212) 633-1203","2 YEARS - 5 YEARS","120","No","1010159","1005900056","102","03","006700","MN23","40.73247925781","-74.003110288761"
"DC12262","6531","THE EDUCATIONAL ALLIANCE, INC.","GCC","INFANT TODDLER","197 EAST BROADWAY","MANHATTAN","10002","(646) 395-4233","0 YEARS - 2 YEARS","66","No","1003704","1002850029","103","01","000600","MN28","40.714204045679","-73.98830175148"
"DC12265","7266","BRIGHT HORIZONS  CHILDREN'S CENTERS LLC","GCC","INFANT TODDLER","435 EAST 70 STREET","MANHATTAN","10021","(212) 746-6543","0 YEARS - 2 YEARS","28","No","1045818","1014650021","108","05","012400","MN31","40.766072212349","-73.955953770875"
"DC12267","7636","MSKCC CHILDREN'S CENTER","GCC","INFANT TODDLER","475 MAIN STREET","MANHATTAN","10044","(212) 224-0129","0 YEARS - 2 YEARS","18","Yes","1086204","1013730002","108","05","023801","MN31","40.759944093441","-73.951445691825"
"DC12269","1548","THE MADISON AVENUE PRESBYTERIAN CHURCH","GCC","PRESCHOOL","921 MADISON AVENUE","MANHATTAN","10021","(212) 288-9638","2 YEARS - 5 YEARS","106","No","1090474","1013880021","108","04","013000","MN40","40.772714812831","-73.964737104338"
"DC12272","7302","BRONXWORKS, INC.","GCC","PRESCHOOL","1130 GRAND CONCOURSE","BRONX","10456","(718) 508-3056","2 YEARS - 5 YEARS","55","No","2002833","2024620042","204","16","018102","BX14","40.832324467893","-73.919588844128"
"DC12281","6625","LAURELTON CHILD CARE","GCC","INFANT TODDLER","141-19 224 STREET","QUEENS","11413","(718) 712-1860","0 YEARS - 2 YEARS","10","No","4282460","4131520035","413","31","068200","QN66","40.669263828632","-73.75140248694"
"DC12282","7736","VIP II DAYCARE CENTER CORP.","GCC","PRESCHOOL","132-45 CROSSBAY BOULEVARD","QUEENS","11417","(718) 641-6401","2 YEARS - 5 YEARS","58","No","4247954","4114880059","410","32","008600","QN56","40.675805391028","-73.843439258857"
"DC12284","7076","KOG INDUSTRIES, INC.","GCC","PRESCHOOL","61-58 SPRINGFIELD BOULEVARD","QUEENS","11364","(718) 352-8972","2 YEARS - 5 YEARS","144","No","4162215","4076100040","411","23","136700","QN42","40.748769215036","-73.75655443281"
"DC1230","5475","SOUTH JAMAICA CENTER FOR CHILDREN & PARENTS, INC.","GCC","PRESCHOOL","94-43 159 STREET","QUEENS","11433","(718) 523-6455","2 YEARS - 5 YEARS","60","No","4448849","4101030016","412","27","024600","QN61","40.701013936724","-73.798107163741"
"DC12359","5466","SMALL WONDER PRESCHOOL,INC.","GCC","PRESCHOOL","90-45 MYRTLE AVENUE","QUEENS","11385","(718) 849-3002","2 YEARS - 5 YEARS","60","Yes","4094989","4038830001","406","32","063900","QN19","40.7024574113","-73.854012283331"
"DC12369","4914","CHINATOWN  DAY CARE CENTER, INC.","GCC","PRESCHOOL","35-37 1/2 DIVISION STREET","MANHATTAN","10002","(212) 431-3845","2 YEARS - 5 YEARS","190","No","1003514","1002810046","103","01","000800","MN27","40.714135945721","-73.995786759105"
"DC12377","6856","ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.","GCC","INFANT TODDLER","35-01 24 STREET","QUEENS","11106","(718) 707-0501","0 YEARS - 2 YEARS","20","No","4003978","4003380023","401","22","004700","QN70","40.760165307318","-73.932898737178"
"DC12381","6598","ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL","GCC","INFANT TODDLER","175-44 MAYFIELD ROAD","QUEENS","11432","(718) 658-1563","0 YEARS - 2 YEARS","15","No","4211404","4098900020","408","24","045800","QN06","40.716213278951","-73.789782078411"
"DC1241","2090","DEWITT REFORMED CHURCH","GCC","PRESCHOOL","280 RIVINGTON STREET","MANHATTAN","10002","(212) 254-3070","NO DATA","65","No","1004060","1003230073","103","02","001002","MN28","40.717460890515","-73.979726370016"
"DC1242","4529","EAST HARLEM COUNCIL FOR HUMAN SERVICES, INC.","GCC","PRESCHOOL","440 EAST 116 STREET","MANHATTAN","10029","(212) 427-9010","2 YEARS - 5 YEARS","160","No","1081443","1017090016","111","08","017800","MN34","40.795394876084","-73.934004371068"
"DC1249","2129","GRAND STREET SETTLEMENT, INC.","GCC","PRESCHOOL","294 DELANCEY STREET","MANHATTAN","10002","(212) 777-0656","2 YEARS - 5 YEARS","77","No","1078038","1003230001","103","02","001002","MN28","40.715750829748","-73.97933369488"
"DC1263","4008","CHARLES R. DREW EARLY LEARNING CENTER","GCC","PRESCHOOL","109-45 207 STREET","QUEENS","11429","(718) 740-2400","2 YEARS - 5 YEARS","114","No","4233644","4109170029","413","27","051200","QN34","40.70834240196","-73.750632187785"
"DC1265","4831","CITIZEN'S CARE DAY CARE CENTER, INC.","GCC","PRESCHOOL","3240 BROADWAY","MANHATTAN","10027","(212) 690-0742","2 YEARS - 5 YEARS","94","No","1084124","1019840001","109","07","021900","MN06","40.816943953969","-73.957365099896"
"DC1268","6226","THE CHILDREN'S AID SOCIETY","GCC","PRESCHOOL","1724-26 MADISON AVENUE","MANHATTAN","10029","(212) 831-0556","2 YEARS - 5 YEARS","60","Yes","1080504","1016180001","111","08","018400","MN34","40.798488963438","-73.945949179792"
"DC1275","5569","GRAND STREET SETTLEMENT, INC.","GCC","PRESCHOOL","300 DELANCEY STREET","MANHATTAN","10002","(212) 228-8240","2 YEARS - 5 YEARS","87","No","1078037","1003230001","103","02","001002","MN28","40.715701393895","-73.979167773918"
"DC1280","1709","HAMILTON MADISON HOUSE, INC.","GCC","PRESCHOOL","60 CATHERINE STREET","MANHATTAN","10038","(212) 962-3408","2 YEARS - 5 YEARS","38","No","1077421","1001110100","103","01","002500","MN27","40.711558641453","-73.996840191982"
"DC1294","2156","LEXINGTON CHILDREN'S CENTER, INC.","GCC","PRESCHOOL","115 EAST 98 STREET","MANHATTAN","10029","(212) 410-1060","2 YEARS - 5 YEARS","45","No","1078911","1016260001","111","08","016600","MN33","40.787630276769","-73.95105707836"
"DC1297","5570","Lucille Rose Day Care Center","GCC","PRESCHOOL","148 BEACH 59 STREET","QUEENS","11692","(718) 634-0331","2 YEARS - 5 YEARS","55","No","4618757","4159260001","414","31","097202","QN12","40.590439716571","-73.7887357309"
"DC1300","4079","Martin Luther King, Jr. Memorial Day Care Center","GCC","PRESCHOOL","36-06 PRINCE STREET","QUEENS","11354","(718) 886-3165","2 YEARS - 5 YEARS","35","No","4112217","4049690018","407","20","086900","QN22","40.762083714794","-73.83310646249"
"DC1301","1637","MARY WALTON CHILDREN'S CENTER","GCC","PRESCHOOL","224 WEST 152 STREET","MANHATTAN","10039","(212) 283-4241","2 YEARS - 5 YEARS","60","No","1084154","1020370011","110","09","023600","MN03","40.826414795937","-73.936755756628"
"DC42553","106433","THE GREEK SCHOOL OF PLATO, LTD.","GCC","PRESCHOOL","670 92 STREET","BROOKLYN","11228","(718) 621-2226","2 YEARS - 5 YEARS","33","No","3156347","3061430035","310","50","015200","BK30","40.615189755017","-74.024053216561"
"DC1309","1383","OPEN DOOR ASSOCIATES, INC.","GCC","PRESCHOOL","820 COLUMBUS AVENUE","MANHATTAN","10025","(212) 749-5572","2 YEARS - 5 YEARS","85","No","1079347","1018550001","107","07","018900","MN12","40.795499266678","-73.965602620494"
"DC1321","4241","UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION, INC.","GCC","PRESCHOOL","474 WEST 159 STREET","MANHATTAN","10032","(212) 281-1959","NO DATA","124","No","1062503","1021080023","112","10","023900","MN36","40.833648962781","-73.940069873505"
"DC1323","1594","UTOPIA CHILDREN'S  CENTER, INC.","GCC","PRESCHOOL","236 WEST 129 STREET","MANHATTAN","10027","(212) 663-7375","2 YEARS - 5 YEARS","60","No","1081503","1019330001","110","09","022400","MN03","40.811804316799","-73.947206326409"
"DC41178","105780","LUMINOUS EARLY CHILD CARE CENTER","GCC","PRESCHOOL","900 MORRIS PARK AVENUE","BRONX","10462","(718) 957-0786","2 YEARS - 5 YEARS","60","No","2044464","2040940001","211","13","024400","BX37","40.84669557706","-73.859322206334"
"DC133","4357","CARRIE MASTRONARDI EARLY CHILDHOOD EDUCATION CENTER","GCC","PRESCHOOL","1273 57 STREET","BROOKLYN","11219","(718) 435-2554","2 YEARS - 5 YEARS","264","No","3140076","3056900042","312","44","021600","BK88","40.630991230934","-73.99751052367"
